,answer,ans_grth,score
17,"Pasal 11 PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2020 TENTANG RENCANA DAN PENYELENGGARAAN RAPAT UMUM PEMEGANG SAHAM PERUSAHAAN TERBUKA mengatur tentang Tempat dan Waktu Penyelenggaraan RUPS. Berikut adalah isi dari Pasal 11:

Pasal 11
(1) RUPS wajib diselenggarakan di wilayah Negara Republik Indonesia.
(2) Perusahaan Terbuka wajib menentukan tempat dan waktu penyelenggaraan RUPS.
(3) Tempat penyelenggaraan RUPS sebagaimana dimaksud pada ayat (2) wajib dilakukan di:
a. tempat kedudukan Perusahaan Terbuka;
b. tempat Perusahaan Terbuka melakukan kegiatan usaha utamanya;
c. ibukota provinsi tempat kedudukan atau tempat kegiatan usaha utama Perusahaan Terbuka; atau
d. provinsi tempat kedudukan bursa efek yang mencatatkan saham Perusahaan Terbuka.

Dalam Pasal ini, dijelaskan bahwa RUPS wajib diselenggarakan di wilayah Negara Republik Indonesia dan Perusahaan Terbuka wajib menentukan tempat dan waktu penyelenggaraan RUPS. Tempat penyelenggaraan RUPS wajib dilakukan di tempat kedudukan Perusahaan Terbuka, tempat Perusahaan Terbuka melakukan kegiatan usaha utamanya, ibukota provinsi tempat kedudukan atau tempat kegiatan usaha utama Perusahaan Terbuka, atau provinsi tempat kedudukan bursa efek yang mencatatkan saham Perusahaan Terbuka.","
Tempat dan Waktu Penyelenggaraan RUPS Pasal 11 (1) RUPS wajib diselenggarakan di wilayah Negara Republik Indonesia. (2) Perusahaan Terbuka wajib menentukan tempat dan waktu penyelenggaraan RUPS. (3) Tempat penyelenggaraan RUPS sebagaimana dimaksud pada ayat (2) wajib dilakukan di: a. tempat kedudukan Perusahaan Terbuka; b. tempat Perusahaan Terbuka melakukan kegiatan usaha utamanya; c. ibukota provinsi tempat kedudukan atau tempat kegiatan usaha utama Perusahaan Terbuka; atau d. provinsi tempat kedudukan bursa efek yang mencatatkan saham Perusahaan Terbuka.",0
18,"Pasal 12, Pasal 10 (2) dan penjelasan Pasal 10 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka menetapkan beberapa kewajiban yang harus dipenuhi oleh perusahaan terbuka dalam melakukan penyelenggaraan RUPS (Rapat Umum Pemegang Saham). Berikut adalah ringkasan dari persyaratan tersebut:

1. Pasal 12 (1) menetapkan bahwa perusahaan terbuka wajib memenuhi persyaratan sebagai berikut dalam melakukan penyelenggaraan RUPS:
   a. Menyampaikan pemberitahuan mata acara rapat kepada Otoritas Jasa Keuangan.
   b. Melakukan pengumuman RUPS kepada pemegang saham.
   c. Melakukan pemanggilan RUPS kepada pemegang saham.

2. Pasal 10 (2) menetapkan bahwa dalam pemberitahuan mata acara RUPS, wajib dilampiri informasi sebagai berikut:
   b. Nama pemegang saham serta jumlah kepemilikan sahamnya pada perusahaan terbuka dan penetapan ketua pengadilan negeri mengenai pemberian izin penyelenggaraan RUPS, jika RUPS dilaksanakan pemegang saham sesuai dengan penetapan ketua pengadilan negeri untuk menyelenggarakan RUPS.
   c. Penjelasan bahwa Direksi tidak melaksanakan RUPS atas permintaan Dewan Komisaris, jika Dewan Komisaris melakukan sendiri RUPS yang diusulkannya.

3. Penjelasan Pasal 10 (1) menjelaskan bahwa ""dilakukan sesuai dengan prosedur penyelenggaraan RUPS"" berarti Direksi, Dewan Komisaris, dan pemegang saham menyelenggarakan RUPS dengan memenuhi semua kewajiban sebelum pelaksanaan RUPS maupun kewajiban pasca pelaksanaan RUPS yaitu menyampaikan pemberitahuan ke Otoritas Jasa Keuangan, melakukan pengumuman RUPS, pemanggilan RUPS, pengumuman ringkasan risalah RUPS, dan menyampaikan risalah RUPS.

4. Selain itu, Pasal 11 (2) menetapkan bahwa penentuan tempat dan waktu penyelenggaraan RUPS harus dilakukan dalam rangka memberikan kemudahan bagi pemegang saham untuk menghadiri RUPS.

Kesimpulannya, perusahaan terbuka harus memenuhi persyaratan sebagaimana dimaksud dalam melakukan penyelenggaraan RUPS, yaitu menyampaikan pemberitahuan mata acara rapat kepada Otoritas Jasa Keuangan, melakukan pengumuman RUPS dan pemanggilan RUPS kepada pemegang saham, menyampaikan informasi pemegang saham dan penetapan ketua pengadilan negeri (jika RUPS dilaksanakan pemegang saham), menyampaikan risalah RUPS, dan melakukan penentuan tempat dan waktu penyelenggaraan RUPS yang mudah untuk dijangkau oleh pemegang saham.","
a. menyampaikan pemberitahuan mata acara rapat kepada Otoritas Jasa Keuangan; b. melakukan pengumuman RUPS kepada pemegang saham; dan c. melakukan pemanggilan RUPS kepada pemegang saham.",0
19,Pasal 14 ayat (2) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2,"
a. ketentuan pemegang saham yang berhak hadir dalam RUPS; b. ketentuan pemegang saham yang berhak mengusulkan mata acara rapat; c. tanggal penyelenggaraan RUPS; dan d. tanggal pemanggilan RUPS.",0
20,"Pasal 2 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 17/POJK.04/2020 tentang Transaksi Material dan Perubahan Kegiatan Usaha definisikan Transaksi Material sebagai:

1. Penyertaan dalam badan usaha, proyek, dan/atau kegiatan usaha tertentu.
2. Pembelian, penjualan, pengalihan, penggunaan, tukar-menukar aset atau segmen operasi.
3. Perolehan, pelepasan, dan/atau penggunaan jasa.
4. Sewa-menyewa aset.
5. Pinjam-meminjam dana termasuk pengalihannya.

Selain itu, Pasal 3 dalam bab yang sama menetapkan batasan nilai transaksi yang dapat dikategorikan sebagai Transaksi Material:

1. Suatu transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 20% atau lebih dari ekuitas Perusahaan Terbuka.
2. Transaksi berupa perolehan dan pelepasan atas perusahaan atau segmen operasi dikategorikan sebagai Transaksi Material dalam hal:
   a. nilai transaksi sama dengan 20% atau lebih dari ekuitas Perusahaan Terbuka;
   b. total aset yang menjadi objek transaksi dibagi total aset Perusahaan Terbuka nilainya sama dengan atau lebih dari 20%;
   c. laba bersih objek transaksi dibagi dengan laba bersih Perusahaan Terbuka nilainya sama dengan atau lebih dari 20%; atau
   d. pendapatan usaha objek transaksi dibagi dengan pendapatan usaha Perusahaan Terbuka nilainya sama dengan atau lebih dari 20%.
3. Dalam hal transaksi sebagaimana dimaksud pada ayat (1) dan ayat (2) dilakukan oleh Perusahaan Terbuka yang mempunyai ekuitas negatif, transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 10% atau lebih dari total aset Perusahaan Terbuka.

Oleh karena itu, Transaksi Material merupakan transaksi yang memiliki dampak signifikan atau besar terhadap posisi keuangan, kegiatan, dan risiko dari Perusahaan Terbuka.","
Transaksi Material adalah setiap transaksi yang dilakukan oleh perusahaan terbuka atau perusahaan terkendali yang memenuhi batasan nilai sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan ini.",0
21,"Dalam Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 17/POJK.04/2020 tentang Transaksi Material dan Perubahan Kegiatan Usaha, Bab II, Batasan Nilai, Pasal 3, Transaksi Material dikategorikan jika memenuhi salah satu kriteria berikut:

1. Nilai transaksi sama dengan 20% (dua puluh persen) atau lebih dari ekuitas Perusahaan Terbuka.
2. Dalam hal Perusahaan Terbuka yang mempunyai ekuitas negatif, nilai transaksi sama dengan 10% (sepuluh persen) atau lebih dari total aset Perusahaan Terbuka.
3. Transaksi berupa perolehan dan/atau pelepasan atas perusahaan atau segmen operasi, yang memenuhi salah satu kriteria berikut:
   a. Nilai transaksi sama dengan 20% (dua puluh persen) atau lebih dari ekuitas Perusahaan Terbuka.
   b. Total aset yang menjadi objek transaksi dibagi total aset Perusahaan Terbuka nilainya sama dengan atau lebih dari 20% (dua puluh persen).
   c. Laba bersih objek transaksi dibagi dengan laba bersih Perusahaan Terbuka nilainya sama dengan atau lebih dari 20% (dua puluh persen).
   d. Pendapatan usaha objek transaksi dibagi dengan pendapatan usaha Perusahaan Terbuka nilainya sama dengan atau lebih dari 20% (dua puluh persen).

Jadi, sebuah transaksi dapat dikategorikan sebagai Transaksi Material jika memenuhi salah satu dari kriteria nilai yang disebutkan di atas.","
Suatu transaksi dikategorikan sebagai Transaksi Material apabila nilai transaksi sama dengan 20% (dua puluh persen) atau lebih dari ekuitas Perusahaan Terbuka.",0
22,Pasal 6 ayat (1) Peraturan Otoritas Jasa Keuangan Nomor 17/POJK.04/2,"
a. menggunakan Penilai untuk menentukan nilai wajar dari objek Transaksi Material dan/atau kewajaran transaksi dimaksud; b. mengumumkan keterbukaan informasi atas setiap Transaksi Material kepada masyarakat; c. menyampaikan keterbukaan informasi sebagaimana dimaksud dalam huruf b dan dokumen pendukungnya kepada Otoritas Jasa Keuangan; d. terlebih dahulu memperoleh persetujuan RUPS dalam hal: 1. Transaksi Material sebagaimana dimaksud dalam Pasal 3 ayat (1) dan ayat (2) lebih dari 50% (lima puluh persen); 2. Transaksi Material sebagaimana dimaksud dalam Pasal 3 ayat (3) lebih dari 25% (dua puluh lima persen); atau 3. laporan Penilai menyatakan bahwa Transaksi Material yang akan dilakukan tidak wajar; dan - 6 - e. melaporkan hasil pelaksanaan Transaksi Material pada laporan tahunan.",0
23,Pasal 2 ayat 2 Peraturan Otoritas Jasa Keuangan Nomor 31/POJK.04/2,"
a. penjelasan, pertimbangan, dan alasan dilakukannya perubahan Kegiatan Usaha; b. informasi keuangan segmen operasi; c. analisis manajemen atas kerugian segmen operasi; d. pernyataan manajemen bahwa pengurangan tersebut tidak mengganggu kelangsungan usaha Perusahaan Terbuka; dan e. tanggal keputusan perubahan Kegiatan Usaha.",0
24,"Pasal 11, 16, dan 3 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 1","
a. Perusahaan Terkendali yang bukan merupakan Perusahaan Terbuka dan laporan keuangannya dikonsolidasikan dengan Perusahaan Terbuka, Perusahaan Terbuka wajib melakukan prosedur sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan ini; atau b. Perusahaan Terkendali yang merupakan Perusahaan Terbuka dan laporan keuangannya dikonsolidasikan dengan Perusahaan Terbuka, hanya Perusahaan Terkendali dimaksud yang wajib melakukan prosedur sebagaimana diatur dalam Peraturan Otoritas Jasa Keuangan ini.",0
25,"Pasal 1 ayat 1 huruf (a) – (f) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 42/POJK.04/2020 TENTANG TRANSAKSI AFILIASI DAN TRANSAKSI BENTURAN KEPENTINGAN mengatur mengenai pengertian afiliasi. Afiliasi terdiri dari:

a. hubungan keluarga karena perkawinan dan keturunan sampai derajat kedua, baik secara horizontal maupun vertikal;

b. hubungan antara pihak dengan pegawai, direktur, atau komisaris dari pihak tersebut;

c. hubungan antara 2 (dua) perusahaan di mana terdapat 1 (satu) atau lebih anggota direksi atau dewan komisaris yang sama;

d. hubungan antara perusahaan dan pihak, baik langsung maupun tidak langsung, mengendalikan atau dikendalikan oleh perusahaan tersebut;

e. hubungan antara 2 (dua) perusahaan yang dikendalikan, baik langsung maupun tidak langsung, oleh pihak yang sama; atau

f. hubungan antara perusahaan dan pemegang saham utama.","
Afiliasi adalah: a. hubungan keluarga karena perkawinan dan keturunan sampai derajat kedua, baik secara horizontal maupun vertikal; b. hubungan antara pihak dengan pegawai, direktur, atau komisaris dari pihak tersebut; c. hubungan antara 2 (dua) perusahaan di mana terdapat 1 (satu) atau lebih anggota direksi atau dewan komisaris yang sama; d. hubungan antara perusahaan dan pihak, baik langsung maupun tidak langsung, mengendalikan atau dikendalikan oleh perusahaan tersebut; e. hubungan antara 2 (dua) perusahaan yang dikendalikan, baik langsung maupun tidak langsung, oleh pihak yang sama; atau f. hubungan antara perusahaan dan pemegang saham utama.",0
26,"Pasal 3, Pasal 4, dan Pasal 6 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2","
Perusahaan Terbuka yang melakukan Transaksi Afiliasi wajib: a. menggunakan Penilai untuk menentukan nilai wajar dari objek Transaksi Afiliasi dan/atau kewajaran transaksi dimaksud; b. mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat; - 6 - c. menyampaikan keterbukaan informasi sebagaimana dimaksud dalam huruf b dan dokumen pendukungnya kepada Otoritas Jasa Keuangan; dan d. terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS, dalam hal: 1. nilai Transaksi Afiliasi memenuhi batasan nilai transaksi material yang wajib memperoleh persetujuan RUPS; 2. Transaksi Afiliasi yang dapat mengakibatkan terganggunya kelangsungan usaha Perusahaan Terbuka; dan/atau 3. melakukan Transaksi Afiliasi yang berdasarkan pertimbangan Otoritas Jasa Keuangan memerlukan persetujuan Pemegang Saham Independen.",0
27,Setiap pihak yang melanggar ketentuan dalam Peraturan Otoritas Jasa Keuangan Nomor 22/POJK.04/2,"
Setiap pihak yang melanggar ketentuan sebagaimana dimaksud dalam Pasal 2, Pasal 3, Pasal 4 ayat (1), ayat (2), ayat (3), dan ayat (4), Pasal 6 ayat (2), Pasal 7 ayat (3), Pasal 8 ayat (3), Pasal 9, Pasal 10, Pasal 11 ayat (1), ayat (2), ayat (3), dan ayat (4), Pasal 12 ayat (2), Pasal 13 ayat (3), Pasal 15, Pasal 16, Pasal 17, Pasal 18, Pasal 19, Pasal 21, Pasal 22, Pasal 24, Pasal 25, dan Pasal 26 dikenai sanksi administratif.",0
28,Pasal 30 Ayat (2) Huruf c Peraturan Otoritas Jasa Keuangan Nomor 20/POJK.04/2,"
Dokumen sebagaimana dimaksud pada ayat (1) huruf c harus meliputi: - 7 - a. laporan Penilai; dan b. dokumen pendukung lainnya.",0
29,"Based on the provided context, which is POJK Number 42/POJK.04/2","
uraian mengenai Transaksi Afiliasi, memuat paling sedikit: 1. tanggal transaksi; 2. objek transaksi; 3. nilai transaksi; 4. nama pihak yang melakukan transaksi dan hubungan dengan Perusahaan Terbuka; dan 5. sifat hubungan Afiliasi dari pihak yang melakukan transaksi dengan Perusahaan Terbuka;",0
