,q,ch,a,answer_mcq,score
25,Apa yang harus disediakan Perusahaan Terbuka bagi pemegang saham menurut Pasal 27?,"A) Alternatif pemberian kuasa secara tertulis
B) Alternatif pemberian kuasa secara elektronik
C) Alternatif kehadiran langsung pemegang saham
D) Alternatif pemberian kuasa hanya melalui surat resmi",B) Alternatif pemberian kuasa secara elektronik,Pasal 27 PERATURAN OTORITAS JASA KEUANGAN NOMOR 9/POJK.04/2,0
26,Kapan pemberian kuasa secara elektronik harus dilakukan menurut Pasal 28?,"A) Paling lambat 7 (tujuh) hari sebelum penyelenggaraan RUPS
B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS
C) Pada hari penyelenggaraan RUPS
D) Setelah penyelenggaraan RUPS",B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS,"Pasal 28 yang relevan dengan pertanyaan Anda adalah sebagai berikut:

""Pasal 28
(1) Pemegang saham wajib memberikan kuasa kepada pihak yang diperlukan dalam hal pengambilan tindakan tertentu oleh Perusahaan Terbuka dengan cara yang jelas minimal 7 (tujuh) hari sebelum RUPS yang akan diadakan.
(2) Pemegang saham dapat memberikan kuasa secara elektronik dengan menggunakan fitur pemberian kuasa yang disediakan oleh Perusahaan Terbuka.""

Dari pasal dan ayat tersebut, pemberian kuasa secara elektronik harus dilakukan paling lambat 7 (tujuh) hari sebelum RUPS (Rapat Umum Pemegang Saham) yang akan diadakan. Jadi, opsi yang paling tepat adalah opsi A).",0
27,Siapakah yang dapat menjadi Penerima Kuasa secara elektronik menurut Pasal 30?,"A) Anggota Direksi Perusahaan Terbuka
B) Pihak yang tidak terdaftar di dalam sistem e-RUPS atau sistem yang disediakan oleh Perusahaan Terbuka
C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham
D) Karyawan Perusahaan Terbuka",C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham,Pasal 30 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2,1
28,Apa saja kewajiban yang harus dipenuhi oleh Penyedia e-RUPS menurut Pasal 35?,"A) Hanya memiliki mekanisme operasional standar penyelenggaraan e-RUPS
B) Menyediakan hak akses kepada Pengguna e-RUPS dan informasi perubahan sistem
C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS
D) Bertanggung jawab atas kerugian akibat kegagalan sistem teknologi informasi",C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS,"Jawab: D) Bertanggung jawab atas kerugian akibat kegagalan sistem teknologi informasi

Kewajiban yang harus dipenuhi oleh Penyedia e-RUPS menurut Pasal 35 meliputi:
a. terdaftar sebagai penyelenggara sistem elektronik dari instansi berwenang sesuai dengan ketentuan peraturan perundang-undangan;
b. menyediakan hak akses kepada Pengguna e-RUPS untuk dapat mengakses e-RUPS;
c. memiliki dan menetapkan mekanisme atau prosedur operasional standar penyelenggaraan e-RUPS;
d. memastikan terselenggaranya kegiatan dan keberlangsungan kegiatan e-RUPS;
e. memastikan keamanan dan keandalan e-RUPS;
f. menginformasikan kepada Pengguna e-RUPS dalam hal terdapat perubahan atau pengembangan sistem termasuk penambahan layanan dan fitur e-RUPS;
g. menyediakan rekam jejak audit terhadap seluruh kegiatan pemrosesan data di e-RUPS untuk keperluan pengawasan, penegakan hukum, penyelesaian sengketa, verifikasi, dan pengujian;
j. menyimpan semua data pelaksanaan e-RUPS; dan
k. bertanggung jawab atas kerugian yang ditimbulkan karena kesalahan atau kelalaiannya dalam penyediaan dan pengelolaan e-RUPS.",1
29,Kapan ketentuan mengenai prosedur dan tata cara penggunaan e-RUPS berlaku efektif menurut Pasal 36?,"A) Setelah disetujui oleh Perusahaan Terbuka
B) Setelah disetujui oleh Pengguna e-RUPS
C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan
D) Setelah disahkan oleh Rapat Umum Pemegang Saham",C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan,"The correct answer is C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan.

This is based on the regulations mentioned in the context: Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 and Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 16/POJK.04/2020. Specifically, Pasal 36 (2) of the first regulation states that the rules regarding the procedure and usage of e-RUPS will only become effective after receiving approval from the Otoritas Jasa Keuangan (Financial Services Authority).",1
30,"Apa yang harus dilakukan Perusahaan Terbuka ketika melakukan Transaksi Afiliasi, menurut Pasal 4?","A) Hanya menggunakan Penilai untuk menentukan nilai wajar Transaksi Afiliasi.
B) Mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat.
C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.
D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.",C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.,"Jawab: D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.

Pasal 4 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan menetapkan bahwa Perusahaan Terbuka yang melakukan Transaksi Afiliasi wajib memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu, yaitu:

1. Nilai Transaksi Afiliasi memenuhi batasan nilai transaksi material yang wajib memperoleh persetujuan RUPS.
2. Transaksi Afiliasi yang dapat mengakibatkan terganggunya kelangsungan usaha Perusahaan Terbuka.
3. Melakukan Transaksi Afiliasi yang berdasarkan pertimbangan Otoritas Jasa Keuangan memerlukan persetujuan Pemegang Saham Independen.

Kondisi-kondisi di atas merupakan ketentuan yang wajib dipenuhi oleh Perusahaan Terbuka saat melakukan Transaksi Afiliasi, sehingga jawaban yang benar adalah D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.",1
31,Berapa lama jangka waktu antara tanggal penilaian nilai wajar oleh Penilai dan tanggal pelaksanaan RUPS jika Transaksi Afiliasi memerlukan persetujuan RUPS?,"A) Paling lambat 3 bulan.
B) Paling lama 6 bulan.
C) Paling singkat 1 bulan.
D) Tidak ada ketentuan waktu yang ditetapkan.",B) Paling lama 6 bulan.,"Jawab: B) Paling lama 6 bulan.

Kali ini pertanyaan Anda bertentangan dengan konten yang disediakan, karena Anda minta informasi tentang Transaksi Afiliasi, tetapi konten yang disediakan membahas tentang Transaksi Benturan Kepentingan. Namun, saya akan menjawab sesuai dengan konten yang disediakan.

Pasal 11 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan menetapkan bahwa jangka waktu antara tanggal penilaian dan tanggal pelaksanaan RUPS wajib paling lama 6 (enam) bulan. Oleh karena itu, jawaban yang benar adalah B) Paling lama 6 bulan.",1
32,Kapan Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 4 ayat (1) menurut Pasal 8?,"A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan.
B) Jika Transaksi Afiliasi merupakan kegiatan usaha yang dijalankan hanya untuk sekali transaksi.
C) Jika Otoritas Jasa Keuangan menetapkan bahwa Perusahaan Terbuka tidak wajib melakukannya.
D) Ketika Transaksi Afiliasi melibatkan pihak yang bertransaksi di luar lembaga jasa keuangan.","A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan","Based on the provided regulation, Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 14/POJK.04/2",1
33,Apa yang diwajibkan oleh Pasal 9 terkait dengan Transaksi Afiliasi menurut peraturan ini?,"A) Melaporkan Transaksi Afiliasi kepada Otoritas Jasa Keuangan.
B) Melakukan prosedur sebagaimana dimaksud dalam Pasal 3 setiap kali melakukan Transaksi Afiliasi.
C) Mengumumkan Transaksi Afiliasi kepada masyarakat.
D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.",D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.,"Jawab: D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.

Pasal 9 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",1
34,Apa yang diwajibkan oleh Pasal 14 terkait dengan Transaksi Benturan Kepentingan menurut peraturan ini?,"A) Perusahaan Terbuka harus melaporkan Transaksi Benturan Kepentingan kepada Otoritas Jasa Keuangan.
B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.
C) Prosedur sebagaimana dimaksud dalam Pasal 11 ayat (1) harus tetap dilakukan oleh Perusahaan Terbuka dalam setiap Transaksi Benturan Kepentingan.
D) Transaksi Benturan Kepentingan selalu memerlukan persetujuan RUPS.",B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.,"Jawab: B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.

Pasal 14 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan menetapkan beberapa kasus khusus dalam melakukan Transaksi Benturan Kepentingan oleh Perusahaan Terbuka. Dalam Pasal 14, tercantum bahwa Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 11 ayat (1), jika melakukan Transaksi Benturan Kepentingan yang memenuhi kriteria tertentu. Hal ini meliputi transaksi dengan Pegawai, anggota direksi, atau anggota dewan komisaris Perusahaan Terbuka maupun Perusahaan Terkendali, penggunaan fasilitas oleh anggota direksi, anggota dewan komisaris, atau Pemegang Saham Utama yang juga sebagai Pegawai, dan imbalan termasuk gaji, iuran dana pensiun, dan/atau manfaat khusus yang diberikan kepada anggota dewan komisaris, anggota direksi, dan Pemegang Saham Utama yang juga sebagai Pegawai. Selain itu, juga termasuk transaksi berkelanjutan yang dilakukan sesudah Perusahaan Terbuka melaksanakan Penawaran Umum perdana atau setelah Pernyataan Pendaftaran sebagai Perusahaan Publik menjadi efektif, dengan persyaratan tertentu. Oleh sebab itu, jawabannya adalah B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.",1
35,Apa yang harus dilakukan oleh Perusahaan Terbuka jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS?,"A) Hanya mengungkapkan dalam laporan tahunan.
B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.
C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.
D) Menunda pelaksanaan dan meminta persetujuan Pemegang Saham Independen dalam RUPS berikutnya.",A) Hanya mengungkapkan dalam laporan tahunan.,"Jawab: C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.

Keterangan: Menurut Pasal 17 ayat (2) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",1
36,Kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen?,"A) Setelah 6 bulan sejak pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
B) Setiap saat tanpa batasan waktu.
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
D) Setelah mendapatkan persetujuan dari Otoritas Jasa Keuangan.",C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.,"Jawab:
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.

Kali ini soal yang diajukan bertanya tentang kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen.

Berdasarkan Pasal 18 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan, Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali paling singkat 12 (dua belas) bulan setelah pelaksanaan RUPS yang tidak menyetujui Transaksi Afiliasi atau Transaksi Benturan Kepentingan tersebut. Hal ini untuk mengatur jangka waktu antara kali pelaksanaan RUPS yang tidak menyetujui transaksi tersebut dan kali pelaksanaan RUPS yang baru, yang wajib memenuhi persyaratan yang ditetapkan oleh Otoritas Jasa Keuangan.

Dalam hal ini, opsi C yang menyatakan ""Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut"" adalah jawabannya, karena itu yang sesuai dengan ketentuan peraturan.",1
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.

Hal ini berdasarkan Pasal 19 ayat (1) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",0
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,"Berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2020 tentang Transaksi Afiliasi dan Transaksi Benturan Kepentingan, Pasal 19 ayat (3), bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan paling lambat 2 (dua) hari setelah tanggal pengumuman tersebut. Oleh karena itu, jawaban yang benar adalah:
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.",1
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.",Berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 27/POJK.04/2,0
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan yang telah disebutkan, yaitu Peraturan OJK Nomor 9/POJK.04/2",0
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"Dalam konteks Peraturan Otoritas Jasa Keuangan (OJK) Nomor 43/POJK.04/2020 dan Nomor 14/POJK.04/2022, ""Laporan Keuangan Berkala"" didefinisikan sebagai laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik. Oleh karena itu, jawabannya adalah:

C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.

Laporan Keuangan Berkala merupakan laporan keuangan yang disampaikan oleh Emiten atau Perusahaan Publik secara berkala kepada Otoritas Jasa Keuangan. Hal ini didasarkan pada Peraturan OJK Nomor 14/POJK.04/2022 tentang Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik.",0
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","Jawab: D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.

Kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait penggunaan bahasa dalam pengumuman dan laporan, sebagaimana diatur dalam Pasal 9 Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020, adalah menggunakan paling sedikit bahasa Indonesia. Hal ini berlaku dalam menyajikan informasi di situs web, pengumuman atas Informasi atau Fakta Material, serta Laporan Tahunan. Pasal 10 juga menegaskan bahwa jika terdapat perbedaan penafsiran atau informasi yang disajikan dalam bahasa asing dengan informasi yang disajikan dalam bahasa Indonesia, maka harus mengacu pada bahasa Indonesia. Pasal 9 (d) Umum Peraturan tersebut menyatakan bahwa Emiten Skala Kecil dan Emiten Skala Menengah mempunyai pilihan untuk menggunakan bahasa asing atau tidak, asalkan informasi yang sama disajikan dalam bahasa Indonesia.",0
43,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek terkait dengan pengumuman dan keterbukaan informasi?,"A) Melakukan pengumuman hanya melalui Situs Web Emiten.
B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.
C) Melakukan pengumuman melalui Situs Web Emiten dan surat kabar harian berbahasa Indonesia.
D) Melakukan pengumuman melalui surat kabar harian berbahasa Indonesia saja.",B) Melakukan pengumuman melalui Situs Web Emiten dan Situs Web bursa Efek.,"Jawab: B

Hal ini dapat didasarkan pada Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2",0
44,Bagaimana cara Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek harus membuat pengumuman terkait Laporan Keuangan Berkala?,"A) Hanya melalui Situs Web Emiten
B) Melalui Situs Web Emiten dan surat kabar harian
C) Melalui Situs Web Emiten dan Situs Web bursa Efek
D) Melalui konferensi pers",C) Melalui Situs Web Emiten dan Situs Web bursa Efek,"Pasal 10 ayat (1) Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 tentang Kewajiban Keterbukaan Informasi dan Tata Kelola Perusahaan bagi Emiten atau Perusahaan Publik yang Memenuhi Kriteria Emiten dengan Aset Skala Kecil dan Emiten dengan Aset Skala Menengah menyarankan bahwa Emiten Skala Kecil dan Emiten Skala Menengah yang Efeknya tercatat di bursa Efek wajib melakukan pengumuman atas Laporan Keuangan Berkala melalui Situs Web Emiten dan Situs Web bursa Efek. Jadi, jawabannya adalah C) Melalui Situs Web Emiten dan Situs Web bursa Efek.",0
45,Kapan Emiten Skala Kecil dan Emiten Skala Menengah dapat mengadakan Rapat Umum Pemegang Saham baru setelah penolakan Transaksi Afiliasi atau Transaksi Benturan Kepentingan?,"A) Secara langsung setelah penolakan
B) Setelah masa tunggu 6 bulan
C) Setelah masa tunggu 12 bulan
D) Hanya jika disetujui oleh Otoritas Jasa Keuangan",C) Setelah masa tunggu 12 bulan,"Based on the regulations provided, there is no specific time period mentioned in the Peraturan OJK Nomor 53/POJK.04/2017 tentang Pernyataan Pendaftaran Dalam Rangka Penawaran Umum dan Penambahan Modal Dengan Memberikan Hak Memesan Efek Terlebih Dahulu oleh Emiten dengan Aset Skala Kecil atau Menengah regarding when an Emiten Skala Kecil or Emiten Skala Menengah can hold a new General Meeting of Shareholders (RUPS) after the rejection of a Related Party Transaction or Conflict of Interest Transaction.

However, based on the general principles of good corporate governance and the obligation to disclose information, it can be suggested that the Emiten Skala Kecil or Emiten Skala Menengah should wait for a reasonable period of time after the rejection of the transaction to ensure that all relevant information has been fully disclosed and understood by the shareholders.

Additionally, it is important to note that according to Peraturan OJK Nomor 53/POJK.04/2017, after the submission of the registration statement for a public offering, the issuer and any party providing opinions or statements in the registration statement are prohibited from disclosing any information related to the public offering until the OJK has accepted the registration statement.

Therefore, it is recommended that the Emiten Skala Kecil or Emiten Skala Menengah wait for the OJK to accept the registration statement before holding a new RUPS, and any new transaction or agreement should be disclosed in accordance with the relevant regulations.",0
46,Apa tujuan utama pendirian Lembaga Kliring dan Penjaminan (LKP) dan Lembaga Penyimpanan dan Penyelesaian (LPP)?,"A) Menyediakan layanan perbankan
B) Menawarkan saran investasi
C) Mengatur pasar saham
D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek",D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek,"D) Memfasilitasi kliring dan penyelesaian efisien Transaksi Efek

Dijelaskan dalam Undang-Undang Republik Indonesia Nomor 4 Tahun 2",0
47,Siapakah yang dapat melakukan kegiatan usaha sebagai Wali Amanat?,"A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
B). Hanya Pihak lain yang ditetapkan dengan Peraturan Pemerintah.
C). Hanya Bank umum.
D). Semua lembaga keuangan.",A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.,"Jawab: A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.

Pendapat:
Pertimbangan:
Pasal 50 ayat (1) Undang-Undang No.8 Tahun 1995 dalam BAB VI tentang LEMBAGA PENUNJANG PASAR MODAL menyatakan bahwa kegiatan usaha sebagai Wali Amanat dapat dilakukan oleh Bank Umum dan pihak lain yang ditetapkan dengan Peraturan Pemerintah. Maka dari itu, jawaban yang tepat adalah A). Bank Umum dan Pihak lain yang ditetapkan dengan Peraturan Pemerintah.",0
48,Siapakah yang bertanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang Fakta Material dalam Prospektus?,"A). Hanya pembeli Efek.
B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.
C). Hanya pihak yang menawarkan atau menjual Efek.
D). Tidak ada yang bertanggung jawab.",B). Baik pembeli Efek maupun pihak yang menawarkan atau menjual Efek.,"Jawab: C). Hanya pihak yang menawarkan atau menjual Efek.

Pasal 81 (1) Undang-Undang No.8 Tahun 1995 dalam BAB IX tentang EMITEN DAN PERUSAHAAN PUBLIK menyatakan bahwa pihak yang menawarkan atau menjual efek dengan menggunakan prospektus atau cara lain, yang memuat informasi yang tidak benar tentang fakta material atau tidak memuat informasi tentang fakta material dan pihak tersebut mengetahui atau sepatutnya mengetahui mengenai hal tersebut wajib bertanggung jawab atas kerugian yang timbul akibat perbuatan dimaksud. Oleh karena itu, tanggung jawab atas kerugian akibat informasi yang tidak benar atau tidak memuat informasi tentang fakta material dalam prospektus hanya menyebutkan pihak yang menawarkan atau menjual efek.",0
49,Ancaman pidana apa yang berlaku bagi Pihak yang mempengaruhi orang lain untuk melakukan pelanggaran Pasal-Pasal tertentu?,"A). Pidana kurungan
B). Pidana denda
C). Pidana kurungan dan denda
D). Pidana penjara
",C). Pidana kurungan dan denda,"Jawab: D). Pidana penjara

Dasar: Undang-Undang No.8 Tahun 1995 dalam BAB XI tentang PENIPUAN, MANIPULASI PASAR, DAN PERDAGANGAN ORANG DALAM. Pasal 97 ayat (1).

Pasal 97 ayat (1) menyatakan bahwa Pihak yang dengan sengaja berusaha melawan hukum untuk memperoleh informasi orang dalam mengenai Emiten atau Perusahaan Publik dan juga mempengaruhi Pihak lain untuk melakukan pembelian dan atau penjualan atas Efek tersebut, dilarang dan akan dipidana dengan pidana penjara. Oleh karena itu, jawaban yang benar adalah D). Pidana penjara.",0
,,,,,26
