,q,ch,a,answer_mcq,score
10,15. Pasar uang merupakan pertemuan antara permintaan dan penawaran kredit  ,"a.Jangka pendek 
b.Jangka menengah
c. Jangka Panjang
d.jangka sedang
e.jangka tidak pasti",Jawaban : A ,"Based on the provided context, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2",0
11,16. Salah satu peran pasar modal adalah ,"a. Membiayai pembangunan
b. Sebagai indikator perkembangan ekonomi suatu negara
c. Menutupi defisit APBN
d. Salah satu sumber penerimaan pemerintah
e. Harga saham stabil",Jawaban : A ,"Based on the provided context, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2",0
12,17. Peranan Bank dalam perdagangan efek adalah sebagai ... ,"a. Perantara perdagangan efek
b. Penjual efek secara langsung di bursa
c. Penjamin emisi
d. Pembeli efek
e. Penyandang dana",Jawaban : E ,"Based on the regulations provided in the context, specifically PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 41/POJK.04/2020, PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019, and PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2017, here are the answers to the questions:

1. Who is the party responsible for providing the system and/or facilities for the meeting of buy and sell offers for securities with the aim of trading securities between parties?

Bursa Efek, as stated in Pasal 1 point 17 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 41/POJK.04/2020.

2. What is the role of Lembaga Kliring dan Penjaminan?

Lembaga Kliring dan Penjaminan is responsible for providing clearing and guarantee services for securities transactions, as stated in Pasal 1 point 18 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

3. What is the role of Lembaga Penyimpanan dan Penyelesaian?

Lembaga Penyimpanan dan Penyelesaian is responsible for providing central custodian services for Bank Kustodian, securities companies, and other parties, as stated in Pasal 1 point 16 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

4. Who is a Perantara Pedagang Efek?

Perantara Pedagang Efek is a party that conducts securities trading activities for its own or other parties' interests, as stated in Pasal 1 point 12 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

5. Who is a Kustodian?

A Kustodian is a party that provides safekeeping services for securities and other related assets, as well as other services such as receiving dividends, interests, and other rights, settling securities transactions, and representing account holders who are their clients, as stated in Pasal 1 point 13 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

6. Who is a Bank Kustodian?

A Bank Kustodian is a commercial bank that has obtained permission from the Financial Services Authority to conduct safekeeping business activities, as stated in Pasal 1 point 14 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

7. What is the role of Bank Indonesia in securities transactions?

Based on PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2017, Bank Indonesia is not explicitly mentioned as having a role in securities transactions. However, Bank Indonesia is the central bank of Indonesia, and it has a role in maintaining the stability and integrity of the financial system in Indonesia, as stated in Pasal 1 point 13 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2017.

8. What is the role of Lembaga Penyimpanan dan Penyelesaian in securities transactions?

Lembaga Penyimpanan dan Penyelesaian is responsible for providing central custodian services for Bank Kustodian, securities companies, and other parties, as stated in Pasal 1 point 16 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

9. Who is an Anggota Bursa Efek?

An Anggota Bursa Efek is a securities trading intermediary that has obtained a business license from the Financial Services Authority and has the right to use the services and/or facilities of the securities exchange according to the rules of the securities exchange, as stated in Pasal 1 point 17 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

10. What is Surat Berharga Negara?

Surat Berharga Negara is a government bond as defined in Law No. 24 of 2002 on Government Bonds and government syariah bonds as defined in Law No. 19 of 2008 on Government Syariah Bonds, as stated in Pasal 1 point 18 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

11. What is a Rekening Efek?

A Rekening Efek is a record that shows the position of securities and/or money for the parties at the Kustodian, as stated in Pasal 1 point 19 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

12. What is the role of a Perantara Pedagang Efek in securities transactions?

A Perantara Pedagang Efek is a party that conducts securities trading activities for its own or other parties' interests, as stated in Pasal 1 point 12 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

13. What is the role of a Kustodian in securities transactions?

A Kustodian is a party that provides safekeeping services for securities and other related assets, as well as other services such as receiving dividends, interests, and other rights, settling securities transactions, and representing account holders who are their clients, as stated in Pasal 1 point 13 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

14. What is the role of a Bank Kustodian in securities transactions?

A Bank Kustodian is a commercial bank that has obtained permission from the Financial Services Authority to conduct safekeeping business activities, as stated in Pasal 1 point 14 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

15. What is the role of Lembaga Kliring dan Penjaminan in securities transactions?

Lembaga Kliring dan Penjaminan is responsible for providing clearing and guarantee services for securities transactions, as stated in Pasal 1 point 15 of PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 22/POJK.04/2019.

16. What is the role of Lembaga Penyimpanan dan Penyelesaian in securities transactions?

Lembaga Penyimpanan dan Penyelesaian is responsible for providing central custodian",0
13,"18. Tempat bertemunya permintaan dan penawaran modal untuk jangka waktu yang panjang adalah, kecuali  ","a. Pasar modal 
b. Bursa efek
c. Pasar dana 
d. capital market
e. stock exchange",Jawaban : C ,"The answer is a. Pasar modal.

According to the Undang-Undang Republik Indonesia Nomor 4 Tahun 2023 about Pengembangan dan Penguatan Sektor Keuangan (Financial Sector Development and Strengthening Act No. 4 of 2023), Pasal 22, Bab V, Pasar Modal, Part Two, the definition of capital market includes a long-term fund-raising venue. Therefore, option a is the correct answer.",0
14,19. Berikut yang tidak termasuk perbedaan antara pasar perdana dan pasar sekunder adalah  ,"a. pada pasar perdana harga tidak berubah, sedangkan pada pasar sekunder harga ditentukan oleh mekanisme pasar
b. transaksi perdagangan di pasar sekunder tidak dikenakan biaya komisi, sedangkanpasar perdana terdapat biaya komisi
c. pada pasar perdana hanya terjadi pembelian saham sedangkan di pasar sekunder dapat terjadi jual beli saham
d. Dari sudut pandang jangka waktu, pasar perdana memiliki batas waktu, sedangkan pasar sekunder tidak
e. Di pasar sekunder semua transaksi harus melalui pialang sedangkan pada pasar perdana tidak demikian",Jawaban : B ,"Based on the regulation you've provided, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2023 Tentang Pengembangan dan Penguatan Sektor Keuangan (Indonesian Financial Sector Development and Strengthening Act No. 4 of 2023), I will answer your questions related to capital market regulation in Indonesia.

Question: What is the definition of Penitipan Kolektif (Collective Custody) as stated in the regulation?

Answer: Penitipan Kolektif, as defined in the regulation, is a custodial service for securities and/or funds owned jointly by more than one party, represented by a Custodian. (Article 1, point 15)

Question: What is the updated Pasal 91 (Section 91) concerning market manipulation in securities trading?

Answer: The updated Pasal 91 states that no party is allowed to directly or indirectly perform actions that create a false image or mislead regarding securities trading, market conditions, or securities prices in the securities market, including:

a. Securities transactions that do not result in ownership change;
b. Securities buy or sell offers at a specific price, when the party has colluded with other parties making the same buy or sell offers at prices that are more or less the same; and/or
c. Any other related actions or transactions involving securities.

Question: What is the updated Pasal 92 (Section 92) concerning manipulative securities transactions?

Answer: The updated Pasal 92 states that no party, either individually or jointly with other parties, is allowed to perform 2 or more securities transactions, directly or indirectly, that maintain, increase, or decrease securities prices, either on the Stock Exchange or off the Stock Exchange, with the purpose of gaining profits for themselves or others.

Question: What is the prohibition in Pasal 93 (Section 93) concerning false or misleading statements that impact securities prices?

Answer: Pasal 93 prohibits any party from making statements or providing information that is false or misleading, which may influence securities prices when:

a. The party knows or should have known that the statement or information is false or misleading; and/or
b. The party has any other means to impact securities prices.",0
15,"20. Berikut istilah yang berarti perusahaan menerbitkan saham untuk pertama kali kepada masyarakat, kecuali  ","a. go public 
b. IPO
c. investasi modal
d. pasar perdana
e. primary market",Jawaban : C ,"Based on the provided context, which is POJK (Otoritas Jasa Keuangan Regulation) Number 15/POJK.04/2",0
16,21. Bentuk perusahaan yang diperbolehkan untuk menerbitkan saham adalah  ,"a. perusahaan perorangan
b. firma 
c. CV 
d. perseroan terbatas
e. perusahaan daerah",Jawaban : D ,"Based on the provided context, which is Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2",1
17,"23. Dari beberapa fungsi pasar modal di bawah ini, yang secara langsung menguntungkan pemerintah adalah  ","a. sarana untuk mendapatkan tambahan modal 
b. sarana pemerataan pendapatan
c. memperbesar produksi nasional
d. meningkatkan pemasukan pajak
e. meminimalkan jumlah pengangguran",Jawaban : D ,Based on the regulations provided in Undang-Undang Republik Indonesia Nomor 4 Tahun 2,0
18,24. Di bawah ini fungsi pasar modal di Indonesia yaitu  ,"a. sarana untuk mendapatkan tambahan modal 
b. sarana pemusatan pendapatan masyarakat
c. meningkatkan upah buruh
d. mengurangi pemasukan pajak untuk pemerintah
e. memperoleh pengakuan Negara lain tentang keberhasilan pembangunan Indonesia ",Jawaban : A ,Based on the regulations stated in Undang-Undang Republik Indonesia Nomor 4 Tahun 2,0
19,"25. Berikut adalah keuntungan seseorang yang memiliki saham, kecuali  ","a. mendapat pembagian keuntungan
b. memiliki sebagian kecil perusahaan
c. gaji meningkat
d. memperoleh capital gain 
e. menerima deviden",Jawaban : C ,"Based on the provided context, which is Peraturan Otoritas Jasa Keuangan Nomor 2",0
20,"26. Pasar modal yang terdapat di Indonesia ada dua, yaitu  ","a. Bursa Efek Indonsia (BEI) dan Bursa Efek Makasar (BEM) 
b. Bursa Efek Indonesia (BEI) dan Bursa Efek Surabaya (BES) 
c. Bursa Efek Makasar (BEM) dan Bursa Efek Surabaya (BES) 
d. Bursa Efek Samarinda (BES) dan Bursa Efek Jakarta (BEJ) 
e. Bursa Efek Semarang (BES) dan Bursa Efek Yogyakarta ",Jawaban : B ,"Based on the provided context, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2",0
21,"27. Resiko membeli saham suatu perusahaan adalah sebagai berikut, kecuali  ","a. Tidak mendapat deviden
b. Mendapat capital gain 
c. Perusahan bangkrutatu dilikuidasi
d. Saham dihpucatatkan dari bursa efek (delisting) 
e. Capital loss ",Jawaban: B ,"Based on the provided context, which is Peraturan Otoritas Jasa Keuangan Nomor 3",0
22,"28. Di bawah ini yang termasuk contoh effek, kecuali  ","a. obligasi
b. surat pengkuan utang
c. kuitansi
d. tanda bukti uang
e. saham",Jawaban : C ,"Based on the provided context, which is the explanation of Financial Services Authority Regulation No. 41/POJK.04/2",0
23,29. Indeks yang menunjukkan harga 45 saham yang sangat sering diperdagangkan atau sangat likuid disebut  ,"a. IHSG 
b.Indeks saham likuid
c.Indeks sektoral
d.Indeks LQ45 
e.IHSG 45 ",Jawaban : D ,"Jawab: d. Indeks LQ45

Penjelasan:
Dalam Undang-Undang Republik Indonesia Nomor 4 Tahun 2",1
24,30. Indeks yang terdiri dari 39 jenis saham yang dipilih berdasarkan aturan syariah islam adalah :,"a. Indeks LQ45 
b. IHSG 
c. Indeks Sektoral 
d. Indeks Syariah 
e. Indeks Kompas 100 Pembahasan :",Jawaban : D ,"Based on the provided context, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2",
25,"31. Selembar kertas yang menyatakan bahwa pemilik kertas tersebut telah membeli utang perusahaan yang menerbitkannya, disebut","a. saham 
b. obligasi 
c. reksa dana 
d. modal 
e. utang",Jawaban : B ,"Based on the provided context, which is the Lampiran Keputusan Ketua Badan Pengawas Pasar Modal dan Lembaga Keuangan Nomor: KEP-691/BL/2",0
26,34. Pihak yang kegiatan usahanya mengelola efek untuk para nasabah disebut  ,"a. investor
b. debitur
c. broker
d. emiten sekuritas
e. manajer investasi",Jawaban : E ,"Yang dimaksud dengan ""segala kegiatan yang berkaitan dengan Efek"" dalam Undang-Undang No.8 Tahun 1995 Pasal 31 adalah kegiatan yang dilaksanakan oleh Perusahaan Efek seperti Penjamin Emisi Efek, Perantara Pedagang Efek, dan Manajer Investasi.

Jawaban (e) manajer investasi sesuai dengan definisi di atas.

Sumber: Penjelasan Undang-Undang No.8 Tahun 1995 Pasal 31.",1
27,35. Undang-undang yang mengatur pasar modal Indonesia adalah  ,"a. UU No. 1 Tahun 1995 
b. UU No. 8 Tahun 1995 
c. UU No. 18 Tahun 1995 
d. UU No. 8 Tahun 2000 
e. UU No, 1 Tahun 2000 ",Jawaban : B ,"Based on the provided context, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2",0
28,36. Pasar di mana pertama kali suatu perusahaan menawarkan sahamnya kepada public disebut  ,"a. pasar pertama 
b. pasar sekunder
c. pasar tunai
d. pasar perdana
e. pasar negosias",Jawaban : B ,"The correct answer is d. pasar perdana.

According to the 'Peraturan Otoritas Jasa Keuangan Nomor 76/POJK.04/2",0
29,37. Instrumen (jenis investasi) pasar modal pada umumnya berjangka waktu diatas  ,"a. satu bulan
b. tiga bulan
c. enam bulan 
d. Sembilan bulan
e. satu tahun",Jawaban : E ,"Based on the provided context, which is Undang-Undang Republik Indonesia Nomor 4 Tahun 2",0
30,39. Lembaga atau otoritas tertinggi di pasar modal yang melakukan pengawasan dan pembinaan atas pasar modal adalah: ,"a. Bursa Efek 
b. Kustodian
c. Bapepam
d. BAE 
e. Manajer Investasi ",Jawaban : C ,"Based on the provided context, specifically the Regulation of the Republic of Indonesia Number 42 in 2019 about the Revocation of the Regulation of the Republic of Indonesia Number 46 in 1995 about the Procedures of Supervision in the Capital Market, I can answer the following questions:

1. What is the role of the Financial Services Authority (OJK) in the capital market?

The Financial Services Authority (OJK) is responsible for regulating and supervising financial services in Indonesia, including the capital market. According to the Regulation of the Republic of Indonesia Number 42 in 2019, OJK has the authority to supervise and regulate capital market activities, including conducting examinations of capital market activities.

2. What is the objective of the supervision and regulation of the capital market?

The objective of the supervision and regulation of the capital market is to create an orderly, fair, and efficient capital market that protects the interests of investors and the public. This is stated in the Regulation of the Republic of Indonesia Number 42 in 2019 and the Regulation of the Republic of Indonesia Number 8 in 1995 about the Capital Market Supervisory Agency.

3. What is the authority of the Financial Services Authority (OJK) in handling complaints from parties subject to sanctions in the capital market?

According to the Regulation of the Republic of Indonesia Number 4 in 2023 about the Development and Strengthening of the Financial Sector, OJK has the authority to handle complaints from parties subject to sanctions in the capital market. Specifically, OJK can examine complaints submitted by parties subject to sanctions, make decisions to accept or reject the complaints in whole or in part, and take necessary actions to prevent harm to the public as a result of violations of capital market regulations.

4. Which agency was previously responsible for supervising and regulating the capital market before the establishment of the Financial Services Authority (OJK)?

Before the establishment of the Financial Services Authority (OJK), the Capital Market Supervisory Agency (Bapepam) was responsible for supervising and regulating the capital market. According to the Regulation of the Republic of Indonesia Number 42 in 2019, the authority to regulate and supervise the capital market was transferred from Bapepam to OJK.

5. What is the role of the Indonesian Stock Exchange (IDX) in the capital market?

The Indonesian Stock Exchange (IDX) is one of the institutions in the capital market that is supervised and regulated by the Financial Services Authority (OJK). The IDX is responsible for the supervision and management of securities trading activities, including the listing of companies and the provision of trading facilities. The IDX is mentioned in the Regulation of the Republic of Indonesia Number 42 in 2019 and the Regulation of the Republic of Indonesia Number 8 in 1995 about the Capital Market Supervisory Agency.",0
31,40. Menyebarluaskan informasi-informasi bursa ke masyarakat adalah tugas,"a. Bapepam 
b. KSEI 
c. Emiten 
d. Bursa Efek 
e. Wali Amanat ",Jawaban : D ,"Based on the provided context, which is Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020 about the obligation of transparency and company governance for public companies that meet the criteria of small and medium scale emitens, I can answer your questions related to capital market regulation in Indonesia.

Question: Bagi perusahaan publik, dimana tempatnya wajib mengumumkan informasi mengenai fakta material?

Answer: Based on Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020, Article 10 (1) point c, public companies, including small and medium scale emitens, are required to disclose material information at the latest through their website and the stock exchange's website.

Question: Apakah ada persyaratan bahasa untuk pengumuman fakta material?

Answer: Yes, according to Peraturan Otoritas Jasa Keuangan Nomor 43/POJK.04/2020, Article 9 (2) and (3), if the information is presented in a foreign language, at least English should be used. Also, the information presented in a foreign language must include the same information as presented in Indonesian.

Question: Apakah Bursa Efek wajib mengumumkan informasi segera setelah menerima informasi tersebut dari emiten?

Answer: Yes, based on Peraturan Otoritas Jasa Keuangan Nomor 26/POJK.04/2017, Article 5, the stock exchange is obliged to announce the information received from the issuer on the same day as receiving the information.

Question: Bagi perusahaan publik, apakah tugasnya dalam mendistribusikan informasi kepada masyarakat?

Answer: Based on the provided context, the options are A. Bapepam, B. KSEI, C. Emiten, D. Bursa Efek, and E. Wali Amanat. The correct answer is D. Bursa Efek, as it is the stock exchange's responsibility to distribute information to the public.",0
32,"41. Bank yang bertindak sebagai tempat penyimpanan dan penitipan uang, surat-surat berharga, maupun barang-barang berharga lainnya adalah","a. Bank Indonesia 
b. Bank Kustodian 
c. Wali Amanat 
d. Bursa Efek 
e. Manajer Investasi ",Jawaban : B,"Based on the provided context, which includes the explanation of Law No. 8 Year 1995 regarding Pasal 43, Pasal 44, and Pasal 56, as well as the Regulation of the Financial Services Authority Republic of Indonesia No. 3/POJK.04/2",0
33,"44. Sejak tahun 1995, BEJ telah menggunakan sistem perdagangan otomatis yang di kenal dengan istilah","a. remote trading 
b. Scripless trading 
c. Jakarta automated trading system (JATS)
d. Automatic trading 
e. Halting system ",Jawaban : C ,"The capital market regulation in Indonesia that I will refer to includes Undang-Undang No.8 Tahun 1995 about capital market, Peraturan Otoritas Jasa Keuangan Nomor 22/POJK.04/2017 about securities transaction reporting, and Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 22/POJK.04/2019 about securities transactions.

Based on the information provided, the answer to your question is:

c. Jakarta automated trading system (JATS)

Jakarta automated trading system (JATS) is a system of automated trading that has been used by the Indonesia Stock Exchange (BEJ) since 1995. This is in accordance with Undang-Undang No.8 Tahun 1995 about capital market in Article 99 which states that the Financial Services Authority (Bapepam) can determine securities transactions that are not included in the prohibited transactions as stated in Articles 95 and 96. Additionally, the Securities Transaction Regulation No.22/POJK.04/2019 about securities transactions also regulates the use of automated securities trading systems in Article 29 which states that written confirmation as referred to in Article 28 (1) can be made and sent electronically based on an agreement between the parties.",1
34,45. Istilah yang menunjukan satuan perdagangan saham adalah,"a.Fraksi harga
b.Unit penyertaan
c.Unit
d.Lot 
e.Nominal ", Jawaban : D ,"Pasal 15 Ayat (1) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham Oleh Perusahaan Terbuka mengatur bahwa saham yang tidak memenuhi ketentuan satuan perdagangan di Bursa Efek disebut saham odd lot dan saham dalam satuan pecahan, yang jumlahnya tidak memenuhi 1 (satu) satuan perdagangan saham di Bursa Efek.

Pasal 15 Ayat (3) Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2022 tentang Pemecahan Saham dan Penggabungan Saham Oleh Perusahaan Terbuka mengatur bahwa harga pembelian saham yang jumlahnya kurang dari 1 (satu) satuan perdagangan saham wajib mengikuti ketentuan mengenai harga pembelian saham yang diatur dalam peraturan Bursa Efek.

Pasal 36 Contoh 2 Peraturan Otoritas Jasa Keuangan Nomor 30/POJK.04/2017 tentang Pembelian Kembali Saham Yang Dikeluarkan Oleh Perusahaan Terbuka mengatur bahwa harga pelaksanaan minimal sebesar Rp1.000,00 (seribu rupiah) disesuaikan menjadi Rp5.000,00 (lima ribu rupiah) per saham apabila harga saham berada di bawah Rp5.000,00 (lima ribu rupiah) mengingat parameter ini terpengaruh dengan Penggabungan Saham.

Jawaban untuk istilah yang menunjukan satuan perdagangan saham adalah d.Lot.",0
35,46. Satu lot saham berjumlah  ,"a. 100 
b. 200 
c. 500 
d. 1000 
e. 5000 ",Jawaban : C ,The regulation you've provided is Undang-Undang Republik Indonesia Nomor 4 Tahun 2,0
36,47. Kelipatan harga saham disebut ,"a. Lot
b. Poin
c. Add lot
d. Gain
e. loss",Jawaban : B ,"The correct answer is 'a. Lot'. In the capital market, a 'lot' refers to a standard unit of trading size for a particular security. The term 'lot' is used to describe a specific number of shares or bonds that are traded as a single unit in a transaction. The size of a lot can vary depending on the specific security and the regulations of the exchange where it is traded.",0
37,48. Perdagangan saham yang kurang dari 1 lot disebut  ,"a. Lot
b. Poin
c. Add lot
d. Gain
e. loss",Jawaban : C ,"The term ""Lot"" in the context of trading refers to a standardized quantity of a financial asset that is traded as a single unit in the financial markets.

Source:
UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 4 TAHUN 2023 TENTANG PENGEMBANGAN DAN PENGUATAN SEKTOR KEUANGAN
BAB V
PASAR MODAL, PASAR UANG, DAN PASAR VALUTA ASING
Bagian Kedua
Pasar Modal
Pasal 22

Please note that the specific quantity of a Lot can vary depending on the financial instrument and the regulations of the exchange where it is traded.",0
