,q,ch,a,answer_mcq,score
10,Siapa yang dapat mengajukan permintaan penyelenggaraan RUPS menurut Pasal 3 ayat (1)?,"A) Hanya pemegang saham yang mewakili lebih dari 1/10 saham dengan hak suara
B) Hanya Direksi
C) Dewan Komisaris
D) Pemegang saham dan Dewan Komisaris",D) Pemegang saham dan Dewan Komisaris,"Jawab: A

Penyelenggaraan RUPS dapat dilakukan atas permintaan 1 (satu) orang atau lebih pemegang saham yang bersama-sama mewakili 1/10 (satu persepuluh) atau lebih dari jumlah seluruh saham dengan hak suara, kecuali anggaran dasar menentukan suatu jumlah yang lebih kecil. Hal ini disampaikan dalam Pasal 3 ayat (1) huruf a PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2020 TENTANG RENCANA DAN PENYELENGGARAAN RAPAT UMUM PEMEGANG SAHAM PERUSAHAAN TERBUKA. Oleh karena itu, jawaban yang benar adalah A).",1
11,Kapan Direksi wajib melakukan pengumuman RUPS setelah menerima permintaan penyelenggaraan RUPS menurut Pasal 4 ayat (1)?,"A) Paling lambat 7 hari
B) Paling lambat 10 hari
C) Paling lambat 15 hari
D) Paling lambat 20 hari",C) Paling lambat 15 hari,"Jawab: C) Paling lambat 15 hari

Pasal 4 ayat (1) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2020 TENTANG RENCANA DAN PENYELENGGARAAN RAPAT UMUM PEMEGANG SAHAM PERUSAHAAN TERBUKA menetapkan bahwa Direksi wajib melakukan pengumuman RUPS kepada pemegang saham paling lambat 15 (lima belas) hari terhitung sejak tanggal permintaan penyelenggaraan RUPS sebagaimana dimaksud dalam Pasal 3 ayat (1) diterima Direksi. Oleh sebab itu, jawaban yang benar adalah C) Paling lambat 15 hari.",1
12,"Apa yang dapat dilakukan pemegang saham jika Direksi tidak melakukan pengumuman RUPS atas usulan mereka, menurut Pasal 5 ayat (2)?","A) Melakukan pengumuman RUPS sendiri
B) Mengajukan kembali permintaan penyelenggaraan RUPS kepada Dewan Komisaris
C) Tidak ada opsi lain, harus menerima keputusan Direksi
D) Melaporkan Direksi kepada Otoritas Jasa Keuangan",B) Mengajukan kembali permintaan penyelenggaraan RUPS kepada Dewan Komisaris,"Jawab: B) Mengajukan kembali permintaan penyelenggaraan RUPS kepada Dewan Komisaris

Dasar: Pasal 5 ayat (2) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2020 TENTANG RENCANA DAN PENYELENGGARAAN RAPAT UMUM PEMEGANG SAHAM PERUSAHAAN TERBUKA

Pemegang saham yang melakukan permintaan penyelenggaraan RUPS (Rapat Umum Pemegang Saham) dan tidak diselenggarakan oleh Direksi, dapat mengajukan kembali permintaan penyelenggaraan RUPS kepada Dewan Komisaris sebagaimana dimaksud dalam Pasal 3 ayat (1) huruf a. Hal ini disebabkan Direksi tidak melakukan pengumuman RUPS dalam jangka waktu tertentu, maka pemegang saham memiliki opsi untuk mengajukan kembali permintaan tersebut.",1
13,"Apa yang harus dilakukan Direksi jika mereka tidak melakukan pengumuman RUPS atas usulan Dewan Komisaris, menurut Pasal 9 ayat (1)?","A) Mengumumkan bahwa RUPS tidak akan diselenggarakan
B) Mengumumkan bahwa RUPS akan diselenggarakan oleh Dewan Komisaris
C) Memberikan alasan tidak diselenggarakannya RUPS
D) Melakukan pengumuman RUPS sendiri",A) Mengumumkan bahwa RUPS tidak akan diselenggarakan,"Jawab: A) Mengumumkan bahwa RUPS tidak akan diselenggarakan

Keputusan ini didasarkan pada Pasal 9 ayat (1) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2",0
14,Apa yang diwajibkan oleh Pasal 10 ayat (1) terkait prosedur penyelenggaraan RUPS?,"A) Prosedur penyelenggaraan RUPS harus dilakukan sesuai dengan ketentuan Peraturan Otoritas Jasa Keuangan ini
B) Prosedur penyelenggaraan RUPS hanya berlaku untuk Direksi
C) Prosedur penyelenggaraan RUPS hanya berlaku untuk Dewan Komisaris
D) Prosedur penyelenggaraan RUPS harus disesuaikan dengan kebijakan Perusahaan Terbuka",A) Prosedur penyelenggaraan RUPS harus dilakukan sesuai dengan ketentuan Peraturan Otoritas Jasa Keuangan ini,"Jawab: A) Prosedur penyelenggaraan RUPS harus dilakukan sesuai dengan ketentuan Peraturan Otoritas Jasa Keuangan ini.

Dasar: Pasal 10 ayat (1) Peraturan Otoritas Jasa Keuangan Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka (POJK 15/2020) menyarankan bahwa prosedur penyelenggaraan RUPS wajib dilakukan sesuai dengan ketentuan yang ditetapkan dalam POJK 15/2020. Hal ini berlaku untuk Direksi, Dewan Komisaris, dan pemegang saham.",1
15,"Kapan Perusahaan Terbuka wajib menyampaikan pemberitahuan mata acara rapat kepada Otoritas Jasa Keuangan, menurut Pasal 13 ayat (1)?","A) Paling lambat 5 hari sebelum pengumuman RUPS
B) Setelah pengumuman RUPS
C) Pada hari yang sama dengan pengumuman RUPS
D) Paling lambat saat pemanggilan RUPS",A) Paling lambat 5 hari sebelum pengumuman RUPS,"Jawab: A) Paling lambat 5 hari sebelum pengumuman RUPS.

Pasal 13 ayat (1) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka menetapkan bahwa Perusahaan Terbuka wajib menyampaikan pemberitahuan mata acara rapat kepada Otoritas Jasa Keuangan paling lambat 5 (lima) hari kerja sebelum pengumuman RUPS, dengan tidak memperhitungkan tanggal pengumuman RUPS.",1
16,Apa yang diwajibkan oleh Pasal 14 terkait dengan pengumuman RUPS?,"A) Pengumuman RUPS harus dilakukan paling lambat 14 hari setelah pemanggilan RUPS
B) Pengumuman RUPS harus mencantumkan ketentuan pemegang saham yang berhak hadir
C) Pengumuman RUPS hanya wajib mencantumkan tanggal pemanggilan RUPS
D) Pengumuman RUPS tidak perlu memuat informasi tentang pengusulan mata acara rapat","B) Pengumuman RUPS harus mencantumkan ketentuan pemegang saham yang berhak hadir
","Jawab: B) Pengumuman RUPS harus mencantumkan ketentuan pemegang saham yang berhak hadir

Alasan: Pasal 14 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2",1
17,Berapa lama sebelum pemanggilan RUPS pemegang saham dapat mengusulkan mata acara rapat menurut Pasal 16 ayat (1)?,"A) 1 (satu) hari
B) 5 (lima) hari
C) 7 (tujuh) hari
D) 10 (sepuluh) hari",C) 7 (tujuh) hari,"Jawab: C) 7 (tujuh) hari

Pasal 16 ayat (1) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2",1
18,Siapa yang dapat mengusulkan mata acara rapat menurut Pasal 16 ayat (2)?,"A) Hanya Direksi Perusahaan Terbuka
B) Setiap pemegang saham tanpa memandang jumlah saham yang dimiliki
C) 1 (satu) pemegang saham atau lebih yang mewakili 1/20 (satu per dua puluh) atau lebih dari jumlah seluruh saham dengan hak suara
D) Anggota Dewan Komisaris",C) 1 (satu) pemegang saham atau lebih yang mewakili 1/20 (satu per dua puluh) atau lebih dari jumlah seluruh saham dengan hak suara,Pasal 16 ayat (3) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2,1
19,Apa saja informasi yang harus dimuat dalam pemanggilan RUPS menurut Pasal 17 ayat (2)?,"A) Hanya tanggal dan waktu RUPS
B) Tanggal, waktu, dan tempat RUPS
C) Tanggal, waktu, tempat, dan ketentuan pemegang saham yang berhak hadir
D) Tanggal, waktu, tempat, ketentuan pemegang saham yang berhak hadir, mata acara rapat, dan informasi kuasa melalui e-RUPS","D) Tanggal, waktu, tempat, ketentuan pemegang saham yang berhak hadir, mata acara rapat, dan informasi kuasa melalui e-RUPS","Jawab: D [Tanggal, waktu, tempat, ketentuan pemegang saham yang berhak hadir, mata acara rapat, dan informasi kuasa melalui e-RUPS]

Pasal 17 (2) PERATURAN OTORITAS JASA KEUANGAN REPUBLIK INDONESIA NOMOR 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka mencakup informasi yang harus dimuat dalam pemanggilan RUPS. Informasi tersebut meliputi: a. tanggal penyelenggaraan RUPS; b. waktu penyelenggaraan RUPS; c. tempat penyelenggaraan RUPS; d. ketentuan pemegang saham yang berhak hadir dalam RUPS; e. mata acara rapat termasuk penjelasan atas setiap mata acara tersebut; f. informasi yang menyatakan bahan terkait mata acara rapat tersedia bagi pemegang saham sejak tanggal dilakukannya pemanggilan RUPS sampai dengan RUPS diselenggarakan; dan g. informasi bahwa pemegang saham dapat memberikan kuasa melalui e-RUPS.",1
20,Kapan bahan mata acara rapat wajib tersedia bagi pemegang saham menurut Pasal 18 ayat (2)?,"A) Setelah penyelenggaraan RUPS
B) Paling sedikit sejak saat pemanggilan sampai dengan penyelenggaraan RUPS
C) 7 (tujuh) hari setelah pemanggilan RUPS
D) Sebelum dilakukannya pemanggilan RUPS",B) Paling sedikit sejak saat pemanggilan sampai dengan penyelenggaraan RUPS,"Sebagai ahli peraturan kapital pasar di Indonesia, saya dapat menjawab pertanyaan Anda berdasarkan Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka (POJK 15/2020).

Berdasarkan Pasal 18 ayat (2) POJK 15/2020, bahan mata acara rapat wajib tersedia bagi pemegang saham sejak tanggal dilakukannya pemanggilan RUPS sampai dengan penyelenggaraan RUPS. Oleh karena itu, jawaban yang benar adalah:

B) Paling sedikit sejak saat pemanggilan sampai dengan penyelenggaraan RUPS",1
21,Kapan Perusahaan Terbuka wajib melakukan ralat pemanggilan RUPS menurut Pasal 19 ayat (1)?,"A) Setiap kali terjadi perubahan informasi
B) Hanya jika terdapat perubahan tanggal penyelenggaraan RUPS
C) Jika terdapat perubahan informasi, tetapi bukan karena kesalahan Perusahaan Terbuka atau perintah Otoritas Jasa Keuangan
D) Hanya jika terdapat penambahan mata acara RUPS",A) Setiap kali terjadi perubahan informasi,"Perusahaan Terbuka wajib melakukan ralat pemanggilan RUPS menurut Pasal 19 ayat (1) jika terjadi perubahan informasi dalam pemanggilan RUPS, yang termasuk perubahan tanggal penyelenggaraan RUPS dan/atau penambahan mata acara RUPS. Hal ini tidak terbatas pada perubahan yang disebabkan oleh kesalahan Perusahaan Terbuka atau perintah Otoritas Jasa Keuangan. Jawaban yang paling benar adalah A).",0
22,Kapan pemanggilan RUPS kedua wajib dilakukan menurut Pasal 20?,"A) Paling cepat 10 (sepuluh) hari setelah RUPS pertama diselenggarakan
B) Paling cepat 7 (tujuh) hari setelah RUPS pertama diselenggarakan
C) Paling lambat 10 (sepuluh) hari sejak RUPS pertama diselenggarakan
D) Paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan",A) Paling cepat 10 (sepuluh) hari dan paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan,"Jawab: D) Paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan.

Hal ini didasarkan pada Pasal 20 ayat (1) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka, yang menetapkan bahwa RUPS kedua wajib diselenggarakan dalam jangka waktu paling cepat 10 (sepuluh) hari dan paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan.",1
23,Bagaimana pemegang saham berhak memperoleh informasi pada saat pelaksanaan RUPS menurut Pasal 25?,"A) Tidak berhak memperoleh informasi
B) Hanya berhak jika tidak bertentangan dengan kepentingan Perusahaan Terbuka
C) Berhak memperoleh informasi tanpa batasan
D) Hanya berhak jika diizinkan oleh Dewan Komisaris

",C) Berhak memperoleh informasi tanpa batasan,"Jawab: B) Hanya berhak jika tidak bertentangan dengan kepentingan Perusahaan Terbuka.

Pasal 25 dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka menyatakan bahwa pemegang saham berhak memperoleh informasi mata acara rapat dan bahan terkait mata acara rapat selama tidak bertentangan dengan kepentingan Perusahaan Terbuka. Oleh sebab itu, pemegang saham hanya berhak memperoleh informasi jika informasi tersebut tidak bertentangan dengan kepentingan Perusahaan Terbuka.",0
24,Siapakah yang dapat diundang oleh Perusahaan Terbuka pada saat pelaksanaan RUPS berdasarkan Pasal 26?,"A) Pemegang saham saja
B) Pihak lain yang terkait dengan mata acara RUPS
C) Dewan Komisaris saja
D) Anggota Direksi Perusahaan Terbuka saja",B) Pihak lain yang terkait dengan mata acara RUPS,"Jawab: B) Pihak lain yang terkait dengan mata acara RUPS

Dasar: Pasal 26 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2020 tentang Rencana dan Penyelenggaraan Rapat Umum Pemegang Saham Perusahaan Terbuka, serta Penjelasan Peraturan yang menyebutkan bahwa ""pihak lain"" antara lain lembaga dan/atau profesi penunjang pasar modal yang terkait dengan penyelenggaraan RUPS dan/atau terkait dengan mata acara rapat dan komite yang dimiliki Perusahaan Terbuka.",1
25,Apa yang harus disediakan Perusahaan Terbuka bagi pemegang saham menurut Pasal 27?,"A) Alternatif pemberian kuasa secara tertulis
B) Alternatif pemberian kuasa secara elektronik
C) Alternatif kehadiran langsung pemegang saham
D) Alternatif pemberian kuasa hanya melalui surat resmi",B) Alternatif pemberian kuasa secara elektronik,"Selamat datang! Berikut adalah jawaban dari pertanyaan Anda mengacu pada informasi yang Anda berikan.

Pertanyaan: Apa yang harus disediakan Perusahaan Terbuka bagi pemegang saham menurut Pasal 27 dari Peraturan Otoritas Jasa Keuangan Nomor 32/POJK.04/2",0
26,Kapan pemberian kuasa secara elektronik harus dilakukan menurut Pasal 28?,"A) Paling lambat 7 (tujuh) hari sebelum penyelenggaraan RUPS
B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS
C) Pada hari penyelenggaraan RUPS
D) Setelah penyelenggaraan RUPS",B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS,Pasal 28 dari Peraturan Otoritas Jasa Keuangan Nomor 58/POJK.04/2,1
27,Siapakah yang dapat menjadi Penerima Kuasa secara elektronik menurut Pasal 30?,"A) Anggota Direksi Perusahaan Terbuka
B) Pihak yang tidak terdaftar di dalam sistem e-RUPS atau sistem yang disediakan oleh Perusahaan Terbuka
C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham
D) Karyawan Perusahaan Terbuka",C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham,Pasal 30 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2,1
28,Apa saja kewajiban yang harus dipenuhi oleh Penyedia e-RUPS menurut Pasal 35?,"A) Hanya memiliki mekanisme operasional standar penyelenggaraan e-RUPS
B) Menyediakan hak akses kepada Pengguna e-RUPS dan informasi perubahan sistem
C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS
D) Bertanggung jawab atas kerugian akibat kegagalan sistem teknologi informasi",C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS,"Jawab: C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS

Pasal 35(1) menyebutkan beberapa kewajiban yang harus dipenuhi oleh Penyedia e-RUPS, yaitu:

a. Terdaftar sebagai penyelenggara sistem elektronik dari instansi berwenang sesuai dengan ketentuan peraturan perundang-undangan.

b. Menyediakan hak akses kepada Pengguna e-RUPS untuk dapat mengakses e-RUPS.

c. Memiliki dan menetapkan mekanisme atau prosedur operasional standar penyelenggaraan e-RUPS.

d. Memastikan terselenggaranya kegiatan dan keberlangsungan kegiatan e-RUPS.

e. Memastikan keamanan dan keandalan e-RUPS.

f. Menginformasikan kepada Pengguna e-RUPS dalam hal terdapat perubahan atau pengembangan sistem termasuk penambahan layanan dan fitur e-RUPS.
",1
29,Kapan ketentuan mengenai prosedur dan tata cara penggunaan e-RUPS berlaku efektif menurut Pasal 36?,"A) Setelah disetujui oleh Perusahaan Terbuka
B) Setelah disetujui oleh Pengguna e-RUPS
C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan
D) Setelah disahkan oleh Rapat Umum Pemegang Saham",C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan,"Jawab: C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan.

Pasal 36 ayat (2) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 15/POJK.04/2",1
30,"Apa yang harus dilakukan Perusahaan Terbuka ketika melakukan Transaksi Afiliasi, menurut Pasal 4?","A) Hanya menggunakan Penilai untuk menentukan nilai wajar Transaksi Afiliasi.
B) Mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat.
C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.
D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.",C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.,"Jawab: D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.

Pasal 4 Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",0
31,Berapa lama jangka waktu antara tanggal penilaian nilai wajar oleh Penilai dan tanggal pelaksanaan RUPS jika Transaksi Afiliasi memerlukan persetujuan RUPS?,"A) Paling lambat 3 bulan.
B) Paling lama 6 bulan.
C) Paling singkat 1 bulan.
D) Tidak ada ketentuan waktu yang ditetapkan.",B) Paling lama 6 bulan.,"Jawab: B) Paling lama 6 bulan.

Keputusan ini didasarkan pada Pasal 4 ayat (2) dan Pasal 11 ayat (2) dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 42/POJK.04/2",0
32,Kapan Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 4 ayat (1) menurut Pasal 8?,"A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan.
B) Jika Transaksi Afiliasi merupakan kegiatan usaha yang dijalankan hanya untuk sekali transaksi.
C) Jika Otoritas Jasa Keuangan menetapkan bahwa Perusahaan Terbuka tidak wajib melakukannya.
D) Ketika Transaksi Afiliasi melibatkan pihak yang bertransaksi di luar lembaga jasa keuangan.","A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan",Pasal 8B dan Pasal 8C dari Peraturan Otoritas Jasa Keuangan Republik Indonesia Nomor 14/POJK.04/2,1
33,Apa yang diwajibkan oleh Pasal 9 terkait dengan Transaksi Afiliasi menurut peraturan ini?,"A) Melaporkan Transaksi Afiliasi kepada Otoritas Jasa Keuangan.
B) Melakukan prosedur sebagaimana dimaksud dalam Pasal 3 setiap kali melakukan Transaksi Afiliasi.
C) Mengumumkan Transaksi Afiliasi kepada masyarakat.
D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.",D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.,"Jawab: D

Pasal 9 Peraturan Otoritas Jasa Keuangan Nomor 42/POJK.04/2",0
