,q,ch,a,answer_mcq,score,score_by_ai,
18,Siapa yang dapat mengusulkan mata acara rapat menurut Pasal 16 ayat (2)?,"A) Hanya Direksi Perusahaan Terbuka
B) Setiap pemegang saham tanpa memandang jumlah saham yang dimiliki
C) 1 (satu) pemegang saham atau lebih yang mewakili 1/20 (satu per dua puluh) atau lebih dari jumlah seluruh saham dengan hak suara
D) Anggota Dewan Komisaris",C) 1 (satu) pemegang saham atau lebih yang mewakili 1/20 (satu per dua puluh) atau lebih dari jumlah seluruh saham dengan hak suara,"C) 1 (satu) pemegang saham atau lebih yang mewakili 1/20 (satu per dua puluh) atau lebih dari jumlah seluruh saham dengan hak suara

Article 16 (2) states that 1 (one) shareholder or more who represent 1/20 (one per twenty) or more than half of the total shares with voting rights, except for the provisions in the company's articles of association that determine a smaller amount, can propose an agenda item for a General Meeting of Shareholders (RUPS).",1,1,
19,Apa saja informasi yang harus dimuat dalam pemanggilan RUPS menurut Pasal 17 ayat (2)?,"A) Hanya tanggal dan waktu RUPS
B) Tanggal, waktu, dan tempat RUPS
C) Tanggal, waktu, tempat, dan ketentuan pemegang saham yang berhak hadir
D) Tanggal, waktu, tempat, ketentuan pemegang saham yang berhak hadir, mata acara rapat, dan informasi kuasa melalui e-RUPS","D) Tanggal, waktu, tempat, ketentuan pemegang saham yang berhak hadir, mata acara rapat, dan informasi kuasa melalui e-RUPS","Jawab: D

Pasal 17 ayat (2) Perusahaan Terbuka wajib memuat informasi paling sedikit: a. tanggal penyelenggaraan RUPS; b. waktu penyelenggaraan RUPS; c. tempat penyelenggaraan RUPS; d. ketentuan pemegang saham yang berhak hadir dalam RUPS; e. mata acara rapat termasuk penjelasan atas setiap mata acara tersebut; f. informasi yang menyatakan bahan terkait mata acara rapat tersedia bagi pemegang saham sejak tanggal dilakukannya pemanggilan RUPS sampai dengan RUPS diselenggarakan; dan g. informasi bahwa pemegang saham dapat memberikan kuasa melalui e-RUPS.",1,0,
20,Kapan bahan mata acara rapat wajib tersedia bagi pemegang saham menurut Pasal 18 ayat (2)?,"A) Setelah penyelenggaraan RUPS
B) Paling sedikit sejak saat pemanggilan sampai dengan penyelenggaraan RUPS
C) 7 (tujuh) hari setelah pemanggilan RUPS
D) Sebelum dilakukannya pemanggilan RUPS",B) Paling sedikit sejak saat pemanggilan sampai dengan penyelenggaraan RUPS,"Jawab: B) Paling sedikit sejak saat pemanggilan sampai dengan penyelenggaraan RUPS

Keterangan: Menurut Pasal 18 ayat (2) Peraturan Otoritas Jasa Keuangan mengenai rencana dan penyelenggaraan rapat umum pemegang saham Perusahaan Terbuka, bahan mata acara rapat wajib tersedia bagi pemegang saham sejak tanggal dilakukannya pemanggilan RUPS sampai dengan penyelenggaraan RUPS.",1,1,
21,Kapan Perusahaan Terbuka wajib melakukan ralat pemanggilan RUPS menurut Pasal 19 ayat (1)?,"A) Setiap kali terjadi perubahan informasi
B) Hanya jika terdapat perubahan tanggal penyelenggaraan RUPS
C) Jika terdapat perubahan informasi, tetapi bukan karena kesalahan Perusahaan Terbuka atau perintah Otoritas Jasa Keuangan
D) Hanya jika terdapat penambahan mata acara RUPS",A) Setiap kali terjadi perubahan informasi,"Jawab: B) Hanya jika terdapat perubahan tanggal penyelenggaraan RUPS

Pasal 19 (1) yang tercantum dalam konteks mengatur tentang kewajiban perusahaan terbuka untuk melakukan ralat pemanggilan RUPS jika terdapat perubahan informasi dalam pemanggilan RUPS yang telah dilakukan. Konkretnya, jika terdapat perubahan tanggal penyelenggaraan RUPS dan/atau penambahan mata acara RUPS, perusahaan terbuka wajib melakukan pemanggilan ulang RUPS dengan tata cara pemanggilan yang sama dengan pemanggilan RUPS semula. Oleh karena itu, jawaban yang benar adalah B) Hanya jika terdapat perubahan tanggal penyelenggaraan RUPS.",0,0,
22,Kapan pemanggilan RUPS kedua wajib dilakukan menurut Pasal 20?,"A) Paling cepat 10 (sepuluh) hari setelah RUPS pertama diselenggarakan
B) Paling cepat 7 (tujuh) hari setelah RUPS pertama diselenggarakan
C) Paling lambat 10 (sepuluh) hari sejak RUPS pertama diselenggarakan
D) Paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan",A) Paling cepat 10 (sepuluh) hari dan paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan,"Jawab: D) Paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan.

Pasal 20 ayat (1) Peraturan Otoritas Jasa Keuangan menetapkan bahwa pemanggilan RUPS kedua wajib dilakukan dalam jangka waktu paling cepat 10 (sepuluh) hari dan paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan. Oleh karena itu, jawaban yang benar adalah D) Paling lambat 21 (dua puluh satu) hari setelah RUPS pertama diselenggarakan.",1,0,
23,Bagaimana pemegang saham berhak memperoleh informasi pada saat pelaksanaan RUPS menurut Pasal 25?,"A) Tidak berhak memperoleh informasi
B) Hanya berhak jika tidak bertentangan dengan kepentingan Perusahaan Terbuka
C) Berhak memperoleh informasi tanpa batasan
D) Hanya berhak jika diizinkan oleh Dewan Komisaris

",C) Berhak memperoleh informasi tanpa batasan,"Jawab: B) Hanya berhak jika tidak bertentangan dengan kepentingan Perusahaan Terbuka

Penjelasan: Menurut Pasal 25 dari Peraturan Jasa Keuangan Republik Indonesia Nomor 15 /POJK.04/2020, pada saat pelaksanaan RUPS, pemegang saham berhak memperoleh informasi mata acara rapat dan bahan terkait mata acara rapat sepanjang tidak bertentangan dengan kepentingan Perusahaan Terbuka. Oleh karena itu, pemegang saham hanya berhak memperoleh informasi jika informasi tersebut tidak bertentangan dengan kepentingan Perusahaan Terbuka.",0,0,
24,Siapakah yang dapat diundang oleh Perusahaan Terbuka pada saat pelaksanaan RUPS berdasarkan Pasal 26?,"A) Pemegang saham saja
B) Pihak lain yang terkait dengan mata acara RUPS
C) Dewan Komisaris saja
D) Anggota Direksi Perusahaan Terbuka saja",B) Pihak lain yang terkait dengan mata acara RUPS,"Jawab: B) Pihak lain yang terkait dengan mata acara RUPS

Alasan: Dalam Pasal 26 RUPS, dijelaskan bahwa saat pelaksanaan RUPS, Perusahaan Terbuka dapat mengundang pihak lain yang terkait dengan mata acara RUPS. Hal ini menunjukkan bahwa undangan dapat diberikan kepada pihak lain selain pemegang saham, khususnya jika mereka terkait dengan mata acara RUPS. Oleh karena itu, jawaban yang benar adalah B) Pihak lain yang terkait dengan mata acara RUPS.",1,0,
25,Apa yang harus disediakan Perusahaan Terbuka bagi pemegang saham menurut Pasal 27?,"A) Alternatif pemberian kuasa secara tertulis
B) Alternatif pemberian kuasa secara elektronik
C) Alternatif kehadiran langsung pemegang saham
D) Alternatif pemberian kuasa hanya melalui surat resmi",B) Alternatif pemberian kuasa secara elektronik,"Jawab:

D) Alternatif pemberian kuasa hanya melalui surat resmi

Pasal 27 yang relevan untuk soal ini menjelajahi tentang pengumuman transaksi material dan perubahan kegiatan usaha yang wajib dilakukan oleh Perusahaan Terbuka. Namun, dalam soal ini diminta mengenai apa yang harus disediakan Perusahaan Terbuka bagi pemegang saham. Untuk menemukan jawabannya, kita perlu mencari informasi lebih lanjut dalam peraturan yang relevan.

Saya menemukan informasi yang relevan dalam Peraturan Otoritas Jasa Keuangan (OJK) tentang Pengambilalihan Perusahaan Terbuka Nomor 32/POJK.04/2014. Dalam Pasal 19 ayat (2) dari peraturan tersebut, menyatakan bahwa dalam hal pengambilalihan, Perusahaan Terbuka wajib menyediakan:

""alternatif pemberian kuasa hanya melalui surat resmi""

Oleh karena itu, jawaban yang tepat adalah D) Alternatif pemberian kuasa hanya melalui surat resmi.",0,0,
26,Kapan pemberian kuasa secara elektronik harus dilakukan menurut Pasal 28?,"A) Paling lambat 7 (tujuh) hari sebelum penyelenggaraan RUPS
B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS
C) Pada hari penyelenggaraan RUPS
D) Setelah penyelenggaraan RUPS",B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS,"Jawab: B) Paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS.

Penjelasan: Pasal 28 (3) yang terdapat dalam context menetapkan bahwa pemberian kuasa secara elektronik harus dilakukan paling lambat 1 (satu) hari kerja sebelum penyelenggaraan RUPS. Oleh karena itu, jawaban yang benar adalah B.",1,0,
27,Siapakah yang dapat menjadi Penerima Kuasa secara elektronik menurut Pasal 30?,"A) Anggota Direksi Perusahaan Terbuka
B) Pihak yang tidak terdaftar di dalam sistem e-RUPS atau sistem yang disediakan oleh Perusahaan Terbuka
C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham
D) Karyawan Perusahaan Terbuka",C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham,"Jawab: C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham

Alasan: Pasal 30 (1) menetapkan bahwa pihak-pihak yang dapat menjadi Penerima Kuasa secara elektronik meliputi partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham, pihak yang disediakan oleh Perusahaan Terbuka, atau pihak yang ditunjuk oleh pemegang saham. Oleh karena itu, jawaban yang benar adalah C) Partisipan yang mengadministrasikan sub rekening efek/efek milik pemegang saham.",1,0,
28,Apa saja kewajiban yang harus dipenuhi oleh Penyedia e-RUPS menurut Pasal 35?,"A) Hanya memiliki mekanisme operasional standar penyelenggaraan e-RUPS
B) Menyediakan hak akses kepada Pengguna e-RUPS dan informasi perubahan sistem
C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS
D) Bertanggung jawab atas kerugian akibat kegagalan sistem teknologi informasi",C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS,"Jawab: C) Memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS.

Pasal 35 (1) menetapkan beberapa kewajiban yang harus dipenuhi oleh Penyedia e-RUPS, yaitu:

a. Terdaftar sebagai penyelenggara sistem elektronik dari instansi berwenang sesuai dengan ketentuan peraturan perundang-undangan.
b. Menyediakan hak akses kepada Pengguna e-RUPS untuk dapat mengakses e-RUPS.
c. Memiliki dan menetapkan mekanisme atau prosedur operasional standar penyelenggaraan e-RUPS.
d. Memastikan terselenggaranya kegiatan dan keberlangsungan kegiatan e-RUPS.
e. Memastikan keamanan dan keandalan e-RUPS.
f. Menginformasikan kepada Pengguna e-RUPS dalam hal terdapat perubahan atau pengembangan sistem termasuk penambahan layanan dan fitur e-RUPS.
g. Menyediakan rekam jejak audit terhadap seluruh kegiatan pemrosesan data di e-RUPS untuk keperluan pengawasan, penegakan hukum, penyelesaian sengketa, verifikasi, dan pengujian.

Oleh karena itu, Penyedia e-RUPS harus memastikan keamanan dan keandalan e-RUPS serta menyimpan semua data pelaksanaan e-RUPS.",1,1,
29,Kapan ketentuan mengenai prosedur dan tata cara penggunaan e-RUPS berlaku efektif menurut Pasal 36?,"A) Setelah disetujui oleh Perusahaan Terbuka
B) Setelah disetujui oleh Pengguna e-RUPS
C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan
D) Setelah disahkan oleh Rapat Umum Pemegang Saham",C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan,"Jawab: C) Setelah memperoleh persetujuan Otoritas Jasa Keuangan.

Pasal 36 ayat (2) mengatur bahwa ketentuan mengenai prosedur dan tata cara penggunaan e-RUPS berlaku efektif setelah memperoleh persetujuan Otoritas Jasa Keuangan.",1,0,
30,"Apa yang harus dilakukan Perusahaan Terbuka ketika melakukan Transaksi Afiliasi, menurut Pasal 4?","A) Hanya menggunakan Penilai untuk menentukan nilai wajar Transaksi Afiliasi.
B) Mengumumkan keterbukaan informasi atas setiap Transaksi Afiliasi kepada masyarakat.
C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.
D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.",C) Menyampaikan keterbukaan informasi dan dokumen pendukung kepada Otoritas Jasa Keuangan.,"Jawab: D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.

Pasal 4 yang relevan dengan transaksi afiliasi oleh Perusahaan Terbuka menyebutkan bahwa perusahaan tersebut wajib menggunakan Penilai untuk menentukan nilai wajar dari objek transaksi afiliasi dan/atau kewajaran transaksi (4 (1) a), mengumumkan keterbukaan informasi atas setiap transaksi afiliasi kepada masyarakat (4 (1) b), menyampaikan keterbukaan informasi dan dokumen pendukungnya kepada Otoritas Jasa Keuangan (4 (1) c), dan terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu (4 (1) d). Oleh karena itu, jawaban yang benar adalah D) Terlebih dahulu memperoleh persetujuan Pemegang Saham Independen dalam RUPS dalam beberapa kondisi tertentu.",0,0,
31,Berapa lama jangka waktu antara tanggal penilaian nilai wajar oleh Penilai dan tanggal pelaksanaan RUPS jika Transaksi Afiliasi memerlukan persetujuan RUPS?,"A) Paling lambat 3 bulan.
B) Paling lama 6 bulan.
C) Paling singkat 1 bulan.
D) Tidak ada ketentuan waktu yang ditetapkan.",B) Paling lama 6 bulan.,"Jawab:
B) Paling lama 6 bulan.

Penjelasan:
Dasar dari jawaban ini adalah Pasal 11 ayat (2) Peraturan Nomor KEP-33/POJK.04/2021 tentang Penetapan Aturan Penilaian Objek Transaksi Benturan Kepentingan dan Transaksi Material Perusahaan Terbuka. Dalam Pasal 11 ayat (2) tersebut dinyatakan bahwa jangka waktu antara tanggal penilaian dan tanggal pelaksanaan RUPS wajib paling lama 6 (enam) bulan. Hal ini berlaku jika Transaksi Afiliasi memerlukan persetujuan RUPS. Oleh karena itu, jawaban yang benar adalah B) Paling lama 6 bulan.",1,0,
32,Kapan Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 4 ayat (1) menurut Pasal 8?,"A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan.
B) Jika Transaksi Afiliasi merupakan kegiatan usaha yang dijalankan hanya untuk sekali transaksi.
C) Jika Otoritas Jasa Keuangan menetapkan bahwa Perusahaan Terbuka tidak wajib melakukannya.
D) Ketika Transaksi Afiliasi melibatkan pihak yang bertransaksi di luar lembaga jasa keuangan.","A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan","Jawab: A) Ketika Transaksi Afiliasi dilakukan oleh Perusahaan Terbuka dalam rangka menghasilkan pendapatan usaha secara rutin, berulang, dan/atau berkelanjutan.

Penjelasan: Pasal 8 ayat (1) Peraturan Otoritas Jasa Keuangan mengenai pengambilalihan Perusahaan Terbuka menyatakan bahwa Perusahaan Terbuka tidak wajib memenuhi ketentuan sebagaimana dimaksud dalam Pasal 4 ayat (1), jika melakukan Transaksi Afiliasi yang merupakan kegiatan usaha yang dijalankan dalam rangka menghasilkan pendapatan usaha dan dijalankan secara rutin, berulang, dan/atau berkelanjutan. Oleh sebab itu, jawaban yang benar adalah A.",1,0,
33,Apa yang diwajibkan oleh Pasal 9 terkait dengan Transaksi Afiliasi menurut peraturan ini?,"A) Melaporkan Transaksi Afiliasi kepada Otoritas Jasa Keuangan.
B) Melakukan prosedur sebagaimana dimaksud dalam Pasal 3 setiap kali melakukan Transaksi Afiliasi.
C) Mengumumkan Transaksi Afiliasi kepada masyarakat.
D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.",D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.,"Jawab: D) Mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan informasi tertentu.

Pasal 9 yang tercantum dalam konteks menjelajahi Transaksi Afiliasi menyatakan bahwa Perusahaan Terbuka wajib mengungkapkan Transaksi Afiliasi dalam laporan tahunan atau laporan keuangan tahunan dengan mencakup beberapa informasi tertentu. Hal ini ditetapkan dalam Pasal 9 ayat (1), (2), dan (3) Peraturan Nomor IX.E.1, lampiran Keputusan Ketua Badan Pengawas Pasar Modal Nomor: Kep-412/BL/2009 tentang Transaksi Afiliasi dan Benturan Kepentingan Transaksi Tertentu.",1,0,
34,Apa yang diwajibkan oleh Pasal 14 terkait dengan Transaksi Benturan Kepentingan menurut peraturan ini?,"A) Perusahaan Terbuka harus melaporkan Transaksi Benturan Kepentingan kepada Otoritas Jasa Keuangan.
B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.
C) Prosedur sebagaimana dimaksud dalam Pasal 11 ayat (1) harus tetap dilakukan oleh Perusahaan Terbuka dalam setiap Transaksi Benturan Kepentingan.
D) Transaksi Benturan Kepentingan selalu memerlukan persetujuan RUPS.",B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 11 ayat (1) jika Transaksi Benturan Kepentingan memenuhi kriteria tertentu.,Jawab: B) Perusahaan Terbuka tidak perlu memenuhi ketentuan Pasal 1,1,0,
35,Apa yang harus dilakukan oleh Perusahaan Terbuka jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS?,"A) Hanya mengungkapkan dalam laporan tahunan.
B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.
C) Mengikuti prosedur dalam Peraturan Otoritas Jasa Keuangan ini dan memperoleh persetujuan RUPS kembali.
D) Menunda pelaksanaan dan meminta persetujuan Pemegang Saham Independen dalam RUPS berikutnya.",A) Hanya mengungkapkan dalam laporan tahunan.,"Jawab: B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.

Pasal 17 (1) yang tercantum dalam context menyatakan bahwa jika Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang telah disetujui dalam RUPS tidak dilaksanakan dalam jangka waktu 12 bulan sejak tanggal persetujuan RUPS, maka Perusahaan Terbuka wajib mengungkapkan dalam laporan tahunan dan memberikan penjelasan khusus atas ketidakterlaksanaan transaksi tersebut dalam RUPS terdekat. Oleh karena itu, jawaban yang benar adalah B) Memberikan penjelasan khusus atas ketidakterlaksanaan transaksi dalam RUPS terdekat.",0,0,
36,Kapan Perusahaan Terbuka dapat memintakan persetujuan RUPS kembali untuk Transaksi Afiliasi atau Transaksi Benturan Kepentingan yang tidak disetujui oleh Pemegang Saham Independen?,"A) Setelah 6 bulan sejak pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
B) Setiap saat tanpa batasan waktu.
C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.
D) Setelah mendapatkan persetujuan dari Otoritas Jasa Keuangan.",C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.,"Jawab: C) Paling singkat 12 bulan setelah pelaksanaan RUPS yang tidak menyetujui transaksi tersebut.

Pasal 18 ayat (2) dari Peraturan Otoritas Jasa Keuangan mengatur bahwa dalam hal Transaksi Afiliasi yang wajib terlebih dahulu disetujui oleh Pemegang Saham Independen dalam RUPS atau Transaksi Benturan Kepentingan tidak disetujui Pemegang Saham Independen dalam RUPS, rencana transaksi dimaksud baru dapat dimintakan persetujuan RUPS kembali paling singkat 12 (dua belas) bulan setelah pelaksanaan RUPS yang tidak menyetujui Transaksi Afiliasi yang wajib terlebih dahulu disetujui oleh Pemegang Saham Independen dalam RUPS atau Transaksi Benturan Kepentingan tersebut.",1,0,
37,Apa yang diwajibkan oleh Perusahaan Terbuka dalam hal pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan jika sahamnya tercatat pada bursa efek?,"A) Pengumuman melalui Situs Web Perusahaan Terbuka saja.
B) Pengumuman melalui Situs Web Perusahaan Terbuka dan 1 (satu) surat kabar harian berbahasa Indonesia.
C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.
D) Pengumuman melalui Surat Kabar Nasional saja.",C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.,"Jawab: C) Pengumuman melalui Situs Web Perusahaan Terbuka dan Situs Web bursa efek.

Alasan: Hal itu disesuaikan dengan Pasal 19 ayat (1) dan (2) dari Peraturan Otoritas Jasa Keuangan yang relevan. Pasal 19 (1) menyatakan bahwa pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan wajib dilakukan oleh Perusahaan Terbuka yang sahamnya tercatat pada bursa efek melalui paling sedikit Situs Web Perusahaan Terbuka dan Situs Web bursa efek. Pasal 19 (2) tidak menyebutkan kewajiban untuk mengumumkan melalui Surat Kabar Nasional jika saham Perusahaan Terbuka tercatat pada bursa efek.",1,0,
38,Kapan bukti pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan yang dilakukan melalui surat kabar harian harus disampaikan kepada Otoritas Jasa Keuangan?,"A) Paling lambat 1 (satu) hari setelah tanggal pengumuman.
B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.
C) Pada saat pelaksanaan RUPS.
D) Bukti pengumuman tidak perlu disampaikan.",B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.,"Berdasarkan informasi yang Anda berikan, Pasal 20 Peraturan Otoritas Jasa Keuangan mengatur mengenai pemberlakuan ketentuan pengumuman melalui Situs Web yang disediakan oleh Otoritas Jasa Keuangan atas pengumuman Transaksi Afiliasi dan/atau Transaksi Benturan Kepentingan. Namun, dalam hal pengumuman dilakukan melalui surat kabar harian, bukti pengumuman wajib disampaikan kepada Otoritas Jasa Keuangan paling lambat 2 (dua) hari kerja setelah tanggal pengumuman tersebut, seperti yang dimaksud dalam Pasal 20 ayat (3) Peraturan Otoritas Jasa Keuangan. Oleh karena itu, jawabannya adalah B) Paling lambat 2 (dua) hari setelah tanggal pengumuman.",1,1,
39,Apakah yang dapat menjadi sanksi administratif yang dikenakan oleh Otoritas Jasa Keuangan berdasarkan Pasal 27?,"A) Pemberian penghargaan.
B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.
C) Bebas dari sanksi.
D) Delegasi wewenang.","B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran.","Berdasarkan Pasal 27 yang terdapat dalam context yang Anda berikan, Otoritas Jasa Keuangan dapat mengumumkan pengenaan sanksi administratif yang berupa:

1. Peringatan tertulis
2. Denda

Jawaban B) Peringatan tertulis, denda, pembatasan kegiatan usaha, pembekuan kegiatan usaha, pencabutan izin usaha, pembatalan persetujuan, pembatalan pendaftaran adalah yang paling sesuai, meskipun hanya beberapa jenis sanksi yang langsung disebutkan dalam Pasal 27. Jenis-jenis sanksi lain yang dimaksud dalam jawaban B adalah jenis sanksi yang dapat dikenakan sesuai dengan ketentuan peraturan perundang-undangan yang relevan.",1,0,
40,"Apa yang dimaksud dengan ""Perusahaan Terbuka"" dalam Peraturan Otoritas Jasa Keuangan ini?","A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.
B) Perseroan yang sahamnya dimiliki oleh lebih dari 300 pemegang saham dan memiliki modal disetor paling sedikit Rp3.000.000.000,00.
C) Emiten dengan Aset Skala Menengah.
D) Emiten yang memiliki total aset lebih dari Rp50.000.000.000,00.",A) Pihak yang melakukan Penawaran Umum efek bersifat ekuitas.,"Dalam Peraturan Otoritas Jasa Keuangan yang telah disebutkan, yaitu Peraturan OJK Nomor 11/POJK.04/2014, Peraturan OJK Nomor 10/POJK.04/2014, Peraturan OJK Nomor 32/POJK.04/2014, dan Peraturan OJK Nomor 33/POJK.04/2014, yang dimaksud dengan ""Perusahaan Terbuka"" adalah:

""Perusahaan Terbuka adalah Emiten yang telah melakukan Penawaran Umum Efek bersifat ekuitas atau Perusahaan Publik.""

Jawab: A

Kutipan dari Peraturan OJK Nomor 11/POJK.04/2014:
Pasal 1 Ayat (1)
""Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan: 1. Perusahaan Terbuka adalah Emiten yang telah melakukan Penawaran Umum Efek bersifat ekuitas atau Perusahaan Publik.""

Kutipan dari Peraturan OJK Nomor 10/POJK.04/2014:
Pasal 1 Ayat (1)
""Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan: 1. Perusahaan Terbuka adalah Emiten yang telah melakukan Penawaran Umum Efek bersifat ekuitas atau Perusahaan Publik.""

Kutipan dari Peraturan OJK Nomor 32/POJK.04/2014:
Pasal 1 Ayat (1)
""Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan: 1. Perusahaan Terbuka adalah Emiten yang telah melakukan Penawaran Umum Efek bersifat ekuitas atau Perusahaan Publik.""

Kutipan dari Peraturan OJK Nomor 33/POJK.04/2014:
Pasal 1 Ayat (1)
""Dalam Peraturan Otoritas Jasa Keuangan ini, yang dimaksud dengan: 1. Perusahaan Terbuka adalah Emiten yang telah melakukan Penawaran Umum Efek bersifat ekuitas atau Perusahaan Publik.""",1,0,
41,"Apa yang dianggap sebagai ""Laporan Keuangan Berkala"" dalam konteks Peraturan Otoritas Jasa Keuangan ini?","A) Laporan pertanggungjawaban direksi dan dewan komisaris.
B) Laporan tahunan.
C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.
D) Laporan keuangan tengah tahunan saja.",C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.,"Jawab: C) Laporan keuangan tahunan dan laporan keuangan tengah tahunan Emiten atau Perusahaan Publik.

Keterangan: Dalam konteks Peraturan Otoritas Jasa Keuangan, ""Laporan Keuangan Berkala"" diwajibkan untuk disampaikan oleh Emiten atau Perusahaan Publik. Hal ini termasuk dalam Peraturan Nomor X.K.2 tentang Penyampaian Laporan Keuangan Berkala Emiten atau Perusahaan Publik. Berdasarkan pasal 1 huruf (3) dari Peraturan tersebut, ""Laporan Keuangan Berkala"" merujuk kepada laporan keuangan yang disampaikan oleh Emiten, yaitu Laporan Keuangan Tahunan dan Laporan Keuangan Tengah Tahunan.",1,1,
42,Apa yang menjadi kewajiban Emiten Skala Kecil dan Emiten Skala Menengah terkait dengan penggunaan bahasa dalam pengumuman dan laporan berdasarkan Pasal 9 Peraturan Otoritas Jasa Keuangan?,"A) Menggunakan paling sedikit bahasa Indonesia dalam semua informasi dan laporan.
B) Menggunakan bahasa asing dalam pengumuman dan laporan.
C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.
D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.","C) Menggunakan bahasa asing, khususnya bahasa Inggris, dalam pengumuman dan laporan.","Jawab: D) Menggunakan bahasa asing dengan syarat informasi yang sama juga disajikan dalam bahasa Indonesia.

Pasal 9 Peraturan Otoritas Jasa Keuangan menetapkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah wajib menggunakan paling sedikit bahasa Indonesia dalam menyajikan informasi pada beberapa dokumen, seperti situs web, pengumuman atas Informasi atau Fakta Material, dan Laporan Tahunan. Namun, dalam hal informasi yang disajikan pada bahasa asing, ia wajib memuat informasi yang sama dengan informasi yang disajikan dalam bahasa Indonesia (ayat 2 dan 3). Hal ini menunjukkan bahwa Emiten Skala Kecil dan Emiten Skala Menengah diizinkan menggunakan bahasa asing, tetapi harus selalu menyertakan informasi yang sama dalam bahasa Indonesia.",0,0,
