,q,ch,a,answer_mcq,score
13,"18. Tempat bertemunya permintaan dan penawaran modal untuk jangka waktu yang panjang adalah, kecuali  ","a. Pasar modal 
b. Bursa efek
c. Pasar dana 
d. capital market
e. stock exchange",Jawaban : C ,"Jawaban: b. Bursa efek

Pada peraturan yang disebutkan dalam konteks, yaitu Peraturan Otoritas Jasa Keuangan Nomor 9/POJK.04/2018 tentang Pengambilalihan Perusahaan Terbuka, tidak ada penjelasan khusus mengenai tempat bertemunya permintaan dan penawaran modal untuk jangka waktu yang panjang. Namun, dalam konteks pasar modal, tempat bertemunya permintaan dan penawaran modal untuk jangka waktu yang panjang adalah bursa efek.",0
14,19. Berikut yang tidak termasuk perbedaan antara pasar perdana dan pasar sekunder adalah  ,"a. pada pasar perdana harga tidak berubah, sedangkan pada pasar sekunder harga ditentukan oleh mekanisme pasar
b. transaksi perdagangan di pasar sekunder tidak dikenakan biaya komisi, sedangkanpasar perdana terdapat biaya komisi
c. pada pasar perdana hanya terjadi pembelian saham sedangkan di pasar sekunder dapat terjadi jual beli saham
d. Dari sudut pandang jangka waktu, pasar perdana memiliki batas waktu, sedangkan pasar sekunder tidak
e. Di pasar sekunder semua transaksi harus melalui pialang sedangkan pada pasar perdana tidak demikian",Jawaban : B ,"Jawaban yang benar adalah d. Dari sudut pandang jangka waktu, pasar perdana memiliki batas waktu, sedangkan pasar sekunder tidak.",0
15,"20. Berikut istilah yang berarti perusahaan menerbitkan saham untuk pertama kali kepada masyarakat, kecuali  ","a. go public 
b. IPO
c. investasi modal
d. pasar perdana
e. primary market",Jawaban : C ,"Jawaban: d. pasar perdana

Pasar perdana adalah istilah yang digunakan ketika perusahaan menerbitkan saham untuk pertama kalinya kepada masyarakat.",0
16,21. Bentuk perusahaan yang diperbolehkan untuk menerbitkan saham adalah  ,"a. perusahaan perorangan
b. firma 
c. CV 
d. perseroan terbatas
e. perusahaan daerah",Jawaban : D ,"Jawaban: d. perseroan terbatas

Berdasarkan informasi yang diberikan, bentuk perusahaan yang diperbolehkan untuk menerbitkan saham adalah perseroan terbatas.",1
17,"23. Dari beberapa fungsi pasar modal di bawah ini, yang secara langsung menguntungkan pemerintah adalah  ","a. sarana untuk mendapatkan tambahan modal 
b. sarana pemerataan pendapatan
c. memperbesar produksi nasional
d. meningkatkan pemasukan pajak
e. meminimalkan jumlah pengangguran",Jawaban : D ,"Jawaban: d. meningkatkan pemasukan pajak

Penjelasan: Salah satu fungsi pasar modal yang secara langsung menguntungkan pemerintah adalah meningkatkan pemasukan pajak. Dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal, pasar modal memiliki peran strategis sebagai salah satu sumber pembiayaan bagi dunia usaha dan wahana investasi bagi masyarakat. Dengan adanya pasar modal yang berkembang, aktivitas perdagangan efek dan investasi akan meningkat, yang pada gilirannya akan berdampak positif pada pemasukan pajak bagi pemerintah.",1
18,24. Di bawah ini fungsi pasar modal di Indonesia yaitu  ,"a. sarana untuk mendapatkan tambahan modal 
b. sarana pemusatan pendapatan masyarakat
c. meningkatkan upah buruh
d. mengurangi pemasukan pajak untuk pemerintah
e. memperoleh pengakuan Negara lain tentang keberhasilan pembangunan Indonesia ",Jawaban : A ,"Fungsi pasar modal di Indonesia adalah:
a. Sarana untuk mendapatkan tambahan modal",1
19,"25. Berikut adalah keuntungan seseorang yang memiliki saham, kecuali  ","a. mendapat pembagian keuntungan
b. memiliki sebagian kecil perusahaan
c. gaji meningkat
d. memperoleh capital gain 
e. menerima deviden",Jawaban : C ,"Jawaban:
e. menerima deviden

Pada Pasal 52 ayat (1) huruf b dari Undang-Undang No. 8 Tahun 1995 tentang Pasar Modal, disebutkan bahwa saham memberikan hak kepada pemiliknya untuk menerima pembayaran dividen. Oleh karena itu, salah satu keuntungan seseorang yang memiliki saham adalah menerima deviden.",0
20,"26. Pasar modal yang terdapat di Indonesia ada dua, yaitu  ","a. Bursa Efek Indonsia (BEI) dan Bursa Efek Makasar (BEM) 
b. Bursa Efek Indonesia (BEI) dan Bursa Efek Surabaya (BES) 
c. Bursa Efek Makasar (BEM) dan Bursa Efek Surabaya (BES) 
d. Bursa Efek Samarinda (BES) dan Bursa Efek Jakarta (BEJ) 
e. Bursa Efek Semarang (BES) dan Bursa Efek Yogyakarta ",Jawaban : B ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
21,"27. Resiko membeli saham suatu perusahaan adalah sebagai berikut, kecuali  ","a. Tidak mendapat deviden
b. Mendapat capital gain 
c. Perusahan bangkrutatu dilikuidasi
d. Saham dihpucatatkan dari bursa efek (delisting) 
e. Capital loss ",Jawaban: B ,"Jawaban:

Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
22,"28. Di bawah ini yang termasuk contoh effek, kecuali  ","a. obligasi
b. surat pengkuan utang
c. kuitansi
d. tanda bukti uang
e. saham",Jawaban : C ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
23,29. Indeks yang menunjukkan harga 45 saham yang sangat sering diperdagangkan atau sangat likuid disebut  ,"a. IHSG 
b.Indeks saham likuid
c.Indeks sektoral
d.Indeks LQ45 
e.IHSG 45 ",Jawaban : D ,Jawaban: d. Indeks LQ45,1
24,30. Indeks yang terdiri dari 39 jenis saham yang dipilih berdasarkan aturan syariah islam adalah :,"a. Indeks LQ45 
b. IHSG 
c. Indeks Sektoral 
d. Indeks Syariah 
e. Indeks Kompas 100 Pembahasan :",Jawaban : D ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
25,"31. Selembar kertas yang menyatakan bahwa pemilik kertas tersebut telah membeli utang perusahaan yang menerbitkannya, disebut","a. saham 
b. obligasi 
c. reksa dana 
d. modal 
e. utang",Jawaban : B ,"Jawaban: b. obligasi

Selembar kertas yang menyatakan bahwa pemilik kertas tersebut telah membeli utang perusahaan yang menerbitkannya disebut obligasi.",1
26,34. Pihak yang kegiatan usahanya mengelola efek untuk para nasabah disebut  ,"a. investor
b. debitur
c. broker
d. emiten sekuritas
e. manajer investasi",Jawaban : E ,e. manajer investasi,1
27,35. Undang-undang yang mengatur pasar modal Indonesia adalah  ,"a. UU No. 1 Tahun 1995 
b. UU No. 8 Tahun 1995 
c. UU No. 18 Tahun 1995 
d. UU No. 8 Tahun 2000 
e. UU No, 1 Tahun 2000 ",Jawaban : B ,Undang-undang yang mengatur pasar modal Indonesia adalah UU No. 8 Tahun 1995.,1
28,36. Pasar di mana pertama kali suatu perusahaan menawarkan sahamnya kepada public disebut  ,"a. pasar pertama 
b. pasar sekunder
c. pasar tunai
d. pasar perdana
e. pasar negosias",Jawaban : B ,"Jawaban: d. pasar perdana

Pasar di mana pertama kali suatu perusahaan menawarkan sahamnya kepada publik disebut pasar perdana. Hal ini sesuai dengan definisi dalam Pasal 36 dari Peraturan Otoritas Jasa Keuangan (POJK) No. 36/POJK.04/2019 tentang Penawaran Umum dan Perdagangan Efek.",0
29,37. Instrumen (jenis investasi) pasar modal pada umumnya berjangka waktu diatas  ,"a. satu bulan
b. tiga bulan
c. enam bulan 
d. Sembilan bulan
e. satu tahun",Jawaban : E ,Instrumen (jenis investasi) pasar modal pada umumnya memiliki jangka waktu di atas satu bulan.,0
30,39. Lembaga atau otoritas tertinggi di pasar modal yang melakukan pengawasan dan pembinaan atas pasar modal adalah: ,"a. Bursa Efek 
b. Kustodian
c. Bapepam
d. BAE 
e. Manajer Investasi ",Jawaban : C ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
31,40. Menyebarluaskan informasi-informasi bursa ke masyarakat adalah tugas,"a. Bapepam 
b. KSEI 
c. Emiten 
d. Bursa Efek 
e. Wali Amanat ",Jawaban : D ,Jawaban: d. Bursa Efek,1
32,"41. Bank yang bertindak sebagai tempat penyimpanan dan penitipan uang, surat-surat berharga, maupun barang-barang berharga lainnya adalah","a. Bank Indonesia 
b. Bank Kustodian 
c. Wali Amanat 
d. Bursa Efek 
e. Manajer Investasi ",Jawaban : B,"Bank yang bertindak sebagai tempat penyimpanan dan penitipan uang, surat-surat berharga, maupun barang-barang berharga lainnya adalah Bank Kustodian.",1
33,"44. Sejak tahun 1995, BEJ telah menggunakan sistem perdagangan otomatis yang di kenal dengan istilah","a. remote trading 
b. Scripless trading 
c. Jakarta automated trading system (JATS)
d. Automatic trading 
e. Halting system ",Jawaban : C ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",1
34,45. Istilah yang menunjukan satuan perdagangan saham adalah,"a.Fraksi harga
b.Unit penyertaan
c.Unit
d.Lot 
e.Nominal ", Jawaban : D ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
35,46. Satu lot saham berjumlah  ,"a. 100 
b. 200 
c. 500 
d. 1000 
e. 5000 ",Jawaban : C ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
36,47. Kelipatan harga saham disebut ,"a. Lot
b. Poin
c. Add lot
d. Gain
e. loss",Jawaban : B ,"Kelipatan harga saham disebut ""a. Lot"".",0
37,48. Perdagangan saham yang kurang dari 1 lot disebut  ,"a. Lot
b. Poin
c. Add lot
d. Gain
e. loss",Jawaban : C ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
38,49. Saham perusahaan dapat dicatatkan di beberapa bursa efek. Istilah yang menjelaskan suatu saham tercatat di lebih dari satu bursa di sebut?,"a. Saveral listing 
b. Secondary offering 
c. Dual listing 
d. Many listing
e. Triple listing ",Jawaban : D ,Jawaban: c. Dual listing,0
39,"50. Seorang investor membeli saham pada harga Rp.3400,-/saham.kerugian investor tersebut dikenal dengan istilah.","a. Capital gain 
b. Capital loss 
c. Depresiasi
d. Dilusi
e. Negative return ",Jawaban : B ,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
40,51. Sesi pertama perdangan saham di BEJ dimulai pukul,"a. 09.00 wib
b. 09.30 wib
c. 10.00 wib
d. 09.15 wib
e. 09.45 wib",Jawaban : B ,"Based on the information provided, the answer to question 51 is:
b. 09.30 WIB

This information is not related to capital market regulation in Indonesia, but rather the trading session schedule of the Jakarta Stock Exchange (BEJ).",1
41,52. Sesi kedua perdangan saham di BEJ ditutup pada pukul,"a. 15.00 wib
b. 15.30 wib
c. 17.00 wib
d. 16.00 wib
e. 16.30 wib ",Jawaban : D,"Mohon maaf, sepertinya database saya saat ini tidak memiliki informasi yang cukup untuk menjawab pertanyaan Anda.",0
42,54. Pihak yang didasarkan kontrak dengan Emiten melaksanakan pencatatan pemilikan Efek dan pembagian hak yang berkaitan dengan Efek adalah,"a. BAE 
b.wali amanat 
c. custodian
d.manajer investasi 
e.emiten ", Jawaban : A ,"Jawaban: c. custodian

Pihak yang didasarkan kontrak dengan Emiten untuk melaksanakan pencatatan pemilikan Efek dan pembagian hak yang berkaitan dengan Efek adalah custodian. Hal ini diatur dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal, Pasal 54.",0
,,,,,0.441860465
