,q,ch,a,answer_mcq,score
10,15. Pasar uang merupakan pertemuan antara permintaan dan penawaran kredit  ,"a.Jangka pendek 
b.Jangka menengah
c. Jangka Panjang
d.jangka sedang
e.jangka tidak pasti",Jawaban : A ,Pasar uang merupakan pertemuan antara permintaan dan penawaran kredit dalam jangka pendek. Hal ini disesuaikan dengan Pasal 15 yang menyebutkan bahwa Pasar Uang melibatkan transaksi kredit dalam jangka waktu relatif pendek (Kewenangan Bank Indonesia sebagaimana dimaksud dalam Pasal 27 untuk mengatur kegiatan di Pasar Uang sebagaimana dimaksud dalam Pasal 28 tidak berlaku bagi Pihak yang melakukan penawaran instrumen Pasar Uang yang diterbitkan dan dijamin oleh Pemerintah Indonesia).,1
11,16. Salah satu peran pasar modal adalah ,"a. Membiayai pembangunan
b. Sebagai indikator perkembangan ekonomi suatu negara
c. Menutupi defisit APBN
d. Salah satu sumber penerimaan pemerintah
e. Harga saham stabil",Jawaban : A ,"Salah satu peran pasar modal adalah membiayai pembangunan, yang diatur dalam Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal. Pasar Modal berkaitan dengan kegiatan penawaran umum dan transaksi Efek, pengelolaan investasi, Emiten dan Perusahaan Publik yang berkaitan dengan Efek yang diterbitkannya, serta lembaga dan profesi yang berkaitan dengan Efek. Perusahaan Efek, yang merupakan pihak yang melakukan kegiatan usaha sebagai Penjamin Emisi Efek, Perantara Pedagang Efek, dan/atau Manajer Investasi, dapat dikatakan sebagai ""ujung tombak"" atau ""gugus terdepan"" dari industri Pasar Modal.",1
12,17. Peranan Bank dalam perdagangan efek adalah sebagai ... ,"a. Perantara perdagangan efek
b. Penjual efek secara langsung di bursa
c. Penjamin emisi
d. Pembeli efek
e. Penyandang dana",Jawaban : E ,"Berdasarkan informasi yang Anda berikan, tidak ada kaitannya dengan peran Bank dalam perdagangan efek. Namun, secara umum, bank dapat memegang peran sebagai kustodian atau penyimpan efek. Artikel 14 dari konteks menjelaskan bahwa Bank Kustodian adalah bank umum yang memperoleh persetujuan Otoritas Jasa Keuangan untuk menyelenggarakan kegiatan usaha sebagai Kustodian. Artikel 16 juga menjelaskan bahwa Lembaga Penyimpanan dan Penyelesaian adalah Pihak yang menyelenggarakan kegiatan Kustodian sentral bagi Bank Kustodian, Perusahaan Efek, dan Pihak lain. Oleh karena itu, jawabannya adalah:

e. Pemegang dana

Kolom ini diminta untuk menulis minimal 30 karakter.",1
13,"18. Tempat bertemunya permintaan dan penawaran modal untuk jangka waktu yang panjang adalah, kecuali  ","a. Pasar modal 
b. Bursa efek
c. Pasar dana 
d. capital market
e. stock exchange",Jawaban : C ,"The correct answer to your question is c. Pasar dana. This is based on the information provided in the 'context' that states the different types of capital markets. Pasar dana, or the money market, is a segment of the capital market where financial instruments with high liquidity and short-term maturities are traded.",1
14,19. Berikut yang tidak termasuk perbedaan antara pasar perdana dan pasar sekunder adalah  ,"a. pada pasar perdana harga tidak berubah, sedangkan pada pasar sekunder harga ditentukan oleh mekanisme pasar
b. transaksi perdagangan di pasar sekunder tidak dikenakan biaya komisi, sedangkanpasar perdana terdapat biaya komisi
c. pada pasar perdana hanya terjadi pembelian saham sedangkan di pasar sekunder dapat terjadi jual beli saham
d. Dari sudut pandang jangka waktu, pasar perdana memiliki batas waktu, sedangkan pasar sekunder tidak
e. Di pasar sekunder semua transaksi harus melalui pialang sedangkan pada pasar perdana tidak demikian",Jawaban : B ,"Based on the provided context, the differences between the primary market and the secondary market include:

a. On the primary market, the price of securities can change, while on the secondary market, the price is determined by market mechanisms.
b. Transactions in the secondary market are subject to commission fees, while the primary market has no commission fees.
c. In the primary market, there is only purchasing of shares, while in the secondary market, there can be buying and selling of shares.
d. From a time perspective, the primary market has a time limit, whereas the secondary market does not.

The option ""e. In the secondary market, all transactions must go through brokers, whereas in the primary market, this is not the case"" is not correct. The context does not provide information that supports this statement for either the primary or secondary market.",0
15,"20. Berikut istilah yang berarti perusahaan menerbitkan saham untuk pertama kali kepada masyarakat, kecuali  ","a. go public 
b. IPO
c. investasi modal
d. pasar perdana
e. primary market",Jawaban : C ,"Based on the provided context, the term that means a company issuing shares to the public for the first time is ""IPO"" or ""Initial Public Offering"".

Article 1 number 5 of the regulation mentioned in the context (Peraturan Otoritas Jasa Keuangan Nomor 9/POJK.04/2018) defines Penawaran Umum (Public Offering) as an offering of securities conducted by an Issuer to sell securities to the public based on the procedures stipulated in Law No. 8 Year 1995 regarding Capital Market and its implementing regulations.

Therefore, when a company conducts an IPO, it is offering securities to the public for the first time through a public offering, which is regulated by the Indonesian Capital Market regulations.",0
16,21. Bentuk perusahaan yang diperbolehkan untuk menerbitkan saham adalah  ,"a. perusahaan perorangan
b. firma 
c. CV 
d. perseroan terbatas
e. perusahaan daerah",Jawaban : D ,"Based on the provided context, the questions will be answered as follows:

1. What are the restrictions on share ownership in a company in Indonesia?
According to the Perlindungan Modal dan Kekayaan Perseroan Pasal 37 (1), a company cannot repurchase shares if it causes the company's net assets to be smaller than the total paid-up capital plus the mandatory reserves. Also, based on Pasal 13 (1), a company is prohibited from conducting a capital increase without giving shareholders the right of first refusal for 24 months after the initial public offering of shares.
2. Are there any exceptions to the prohibition of multiple voting rights shares in Indonesia?
Yes, based on Pasal 13 ayat (2), the prohibition does not apply to publicly traded companies that issue multiple voting rights shares as part of a rights issue without giving shareholders the right of first refusal to maintain their voting rights above 50% of the total voting rights.
3. What is the requirement for a company in Indonesia when there are shareholders who are legal entities?
According to the Lampiran Nomor: I-A.6, if a shareholder is a legal entity, the company must disclose the list of controllers or its equivalent when reporting the shareholder composition.
4. What is the restriction on share ownership in a publicly traded company in Indonesia after a stock split or a share consolidation?
Based on Pasal 13 (1), a publicly traded company is prohibited from conducting a capital increase without giving shareholders the right of first refusal for 12 months after a stock split or a share consolidation, except for the purpose of improving the company's financial position or as part of a share ownership program.

My apologies, it seems my database does not have sufficient information to answer the questions about the restrictions on the number of shareholders and the minimum number of shares that must be owned by each shareholder in a company in Indonesia.",0
17,"23. Dari beberapa fungsi pasar modal di bawah ini, yang secara langsung menguntungkan pemerintah adalah  ","a. sarana untuk mendapatkan tambahan modal 
b. sarana pemerataan pendapatan
c. memperbesar produksi nasional
d. meningkatkan pemasukan pajak
e. meminimalkan jumlah pengangguran",Jawaban : D ,"Based on the provided context, the function of the capital market that directly benefits the government is:

d. increasing tax revenue

This is stated in Undang-undang (Lembaran Negara Tahun 1952 Nomor 67) and Undang-undang Republik Indonesia Nomor 8 Tahun 1995 tentang Pasar Modal. The capital market serves as a tax revenue source for the government by facilitating the growth of businesses, which in turn increases their tax contributions.",1
18,24. Di bawah ini fungsi pasar modal di Indonesia yaitu  ,"a. sarana untuk mendapatkan tambahan modal 
b. sarana pemusatan pendapatan masyarakat
c. meningkatkan upah buruh
d. mengurangi pemasukan pajak untuk pemerintah
e. memperoleh pengakuan Negara lain tentang keberhasilan pembangunan Indonesia ",Jawaban : A ,"Based on the provided context, the capital market in Indonesia serves as a means to obtain additional capital (a), and it is related to the issuance of securities, managing investments, companies issuing securities, and relevant professionals (d). The capital market is part of the financial system in Indonesia, as stated in point 12 of the context.

The key functions of the capital market in Indonesia include:
1. Providing a platform for companies to raise funds (a)
2. Facilitating investment activities (a)
3. Allowing for the trading of securities (a)
4. Assisting in the management of investments (a)
5. Enhancing economic development (not directly mentioned, but implied)

Please note that the context does not provide information to support options b, c, or e.",0
19,"25. Berikut adalah keuntungan seseorang yang memiliki saham, kecuali  ","a. mendapat pembagian keuntungan
b. memiliki sebagian kecil perusahaan
c. gaji meningkat
d. memperoleh capital gain 
e. menerima deviden",Jawaban : C ,"Based on the provided context, which appears to be from various articles of the Indonesian Capital Market Law, I can answer your question regarding the rights of a shareholder.

Shareholders have several rights, including:
a. Attending and casting votes in a General Meeting of Shareholders (RUPS);
b. Receiving dividends and the remaining assets from liquidation; and
c. Exercising other rights as stipulated in the law.

These rights apply after the shares are recorded in the shareholder register under the shareholder's name. However, certain types of shares may not have the right to vote (huruf a and huruf c) as determined by the relevant law. Each share also gives the shareholder a non-transferable right (huruf d). In the case of multiple owners for one share, they can exercise their rights through a designated representative (huruf e).

The provided context also mentions that a shareholder can increase their share ownership up to 20% of the total issued shares or paid-up capital, as stated in the company's revised budget that has been announced and accepted by the relevant minister (Pasal 27 (1)). Additionally, shareholders with multiple voting rights must maintain ownership of more than 50% of the total voting rights (Pasal 27 (2)).

Please note that the answers provided are based on the context given and the relevant Indonesian Capital Market regulations.",0
20,"26. Pasar modal yang terdapat di Indonesia ada dua, yaitu  ","a. Bursa Efek Indonsia (BEI) dan Bursa Efek Makasar (BEM) 
b. Bursa Efek Indonesia (BEI) dan Bursa Efek Surabaya (BES) 
c. Bursa Efek Makasar (BEM) dan Bursa Efek Surabaya (BES) 
d. Bursa Efek Samarinda (BES) dan Bursa Efek Jakarta (BEJ) 
e. Bursa Efek Semarang (BES) dan Bursa Efek Yogyakarta ",Jawaban : B ,"The capital market in Indonesia consists of two exchanges, which are:

b. Bursa Efek Indonesia (BEI) and Bursa Efek Surabaya (BES)

This information is based on Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal (Capital Market Act No. 8/1995).",1
21,"27. Resiko membeli saham suatu perusahaan adalah sebagai berikut, kecuali  ","a. Tidak mendapat deviden
b. Mendapat capital gain 
c. Perusahan bangkrutatu dilikuidasi
d. Saham dihpucatatkan dari bursa efek (delisting) 
e. Capital loss ",Jawaban: B ,"The capital market in Indonesia is regulated by several regulations, one of which is the Presiden Republik Indonesia (PRI) No. 32/2004 regarding Capital Market. Based on the context provided, I will answer your questions related to the capital market regulation in Indonesia.

Question: What are the conditions for shareholders to request the company to buy back their shares?

Answer: According to PRI No. 32/2004, shareholders have the right to request the company to buy back their shares if they do not agree with the company's actions that harm the shareholders or the company, such as changes in the company's fundamental structure, transfer or pledge of more than 50% of the company's net assets, or mergers, consolidations, takeovers, or separations. The company must buy back the shares if the number of shares requested exceeds the company's buyback limit as stated in Article 37(1)b. The remaining shares must be sold to third parties.

Question: What is the limit for a company to buy back its own shares?

Answer: Based on PRI No. 32/2004, the total value of the company's treasury shares and pledged shares or collateral for shares owned by the company and/or other companies that directly or indirectly own the company's shares must not exceed 10% of the company's total paid-up capital, except as otherwise provided in the capital market regulations.

Question: What is the risk of buying shares of a company?

Answer: The risks of buying shares of a company include not receiving dividends, making a capital gain, the bankruptcy and liquidation of the company, the delisting of the shares from the stock exchange, and making a capital loss.",0
22,"28. Di bawah ini yang termasuk contoh effek, kecuali  ","a. obligasi
b. surat pengkuan utang
c. kuitansi
d. tanda bukti uang
e. saham",Jawaban : C ,"Based on the provided context, which is Peraturan Nomor IX.A.7 concerning the Procedures for the Issuance of Securities in the Capital Market in Indonesia, here are my answers:

1. Apa yang dimaksud dengan ""efek yang dijatahkan dalam satu satuan perdagangan""?

Jawab: Secara umum, ""efek yang dijatahkan dalam satu satuan perdagangan"" (single unit of trading) adalah jumlah minimum efek yang dapat dijual atau dibeli dalam sebuah transaksi. Hal ini dapat dilihat pada Pasal 47 Ayat (1) dari Peraturan Nomor IX.A.7, yang mencakup contoh efek yang tersedia sebanyak 100.000 satuan perdagangan.

2. Apa yang dimaksud dengan ""jumlah pemodal yang melakukan pemesanan sebanyak 125.000 Pihak""?

Jawab: Dalam konteks ini, ""jumlah pemodal yang melakukan pemesanan sebanyak 125.000 Pihak"" (number of investors making a subscription of 125,000 participants) mungkin merujuk pada jumlah total permintaan dari pemodal-pemodal yang ingin membeli efek. Hal ini menunjukkan bahwa jumlah permintaan melebihi jumlah efek yang tersedia, sehingga perlu dilakukan alokasi efek berdasarkan urutan waktu penyampaian pesanan.

3. Apa yang dimaksud dengan ""Efek yang dimiliki bersama dalam angka ini adalah Efek yang dimiliki oleh lebih dari satu Pihak dan tercatat atas nama Kustodian""?

Jawab: Secara umum, ""Efek yang dimiliki bersama"" (co-owned securities) adalah efek yang dimiliki oleh lebih dari satu pihak dan terdaftar atas nama kustodian. Hal ini dapat dilihat pada angka 16 dari dokumen, yang mencakup contoh efek yang dimiliki oleh lebih dari satu pihak dan tercatat atas nama kustodian.

4. Apa yang dimaksud dengan ""media massa dalam penjelasan angka ini adalah surat kabar, majalah, film, televisi, radio, dan media elektronik lainnya, serta surat, brosur dan barang cetak lain yang dibagikan kepada lebih dari 100 (seratus) Pihak""?

Jawab: Secara umum, ""media massa"" (mass media) adalah sarana atau alat yang digunakan untuk mendistribusikan informasi kepada banyak orang. Dalam konteks ini, ""media massa"" mencakup surat kabar, majalah, film, televisi, radio, dan media elektronik lainnya, serta surat, brosur dan barang cetak lain yang dibagikan kepada lebih dari 100 orang. Hal ini dapat dilihat pada angka 16 dari dokumen.

5. Apa yang termasuk contoh effek dalam ""Di bawah ini yang termasuk contoh effek, kecuali...""?

Jawab: Dari pilihan yang diberikan, ""obligasi"", ""surat pengkuan utang"", ""kuitansi"", dan ""tanda bukti uang"" merupakan contoh dari effek. Namun, ""saham"" tidak termasuk contoh effek dalam kasus ini. Hal ini dapat dilihat pada soal nomor 28.",0
23,29. Indeks yang menunjukkan harga 45 saham yang sangat sering diperdagangkan atau sangat likuid disebut  ,"a. IHSG 
b.Indeks saham likuid
c.Indeks sektoral
d.Indeks LQ45 
e.IHSG 45 ",Jawaban : D ,"Based on the provided context, the question is about the minimum price for taking over listed or unlisted open company shares in Indonesia. I will refer to the relevant regulation, which is Pasal 21 of the Indonesian Capital Market Law.

In the case of taking over unlisted open company shares, the minimum price cannot be lower than the fair market value determined by an independent appraiser (literally, ""expert"").

Meanwhile, in the case of taking over listed open company shares, the minimum price cannot be lower than the fair market value determined by an independent appraiser or the average closing price of the shares traded on the Indonesia Stock Exchange for the last 12 months, whichever is higher.

Therefore, the answer to the question is that the minimum price for taking over listed open company shares is higher than that for unlisted open company shares.

To summarize:

* For unlisted open company shares: the minimum price cannot be lower than the fair market value determined by an independent appraiser (Pasal 21, huruf b).
* For listed open company shares: the minimum price cannot be lower than the fair market value determined by an independent appraiser or the average closing price of the shares traded on the Indonesia Stock Exchange for the last 12 months, whichever is higher (Pasal 21, huruf c).

I hope this answers your question. Let me know if you have any other questions!",0
24,30. Indeks yang terdiri dari 39 jenis saham yang dipilih berdasarkan aturan syariah islam adalah :,"a. Indeks LQ45 
b. IHSG 
c. Indeks Sektoral 
d. Indeks Syariah 
e. Indeks Kompas 100 Pembahasan :",Jawaban : D ,"Based on the provided context, the regulation referred to is the amendment of the Indonesian Capital Market Regulation, specifically Peraturan Otoritas Jasa Keuangan (POJK) Nomor 6231. I will answer your questions based on this regulation.

Question: Who are responsible for the supervision of Shariah compliance in the Investment Management Companies that manage Shariah-based investment products?

Answer: According to the amended POJK 6231, specifically Pasal 35 (1), Investment Management Companies or Investment Management Companies that have Shariah units are required to have a Shariah Supervisory Board (Dewan Pengawas Syariah). This board is responsible for supervising the Shariah compliance of the company's investment products.

Question: What are the qualifications of the members of the Shariah Supervisory Board?

Answer: Based on Pasal 35 (2) and (3), the members of the Shariah Supervisory Board must have a Shariah Capital Market Practitioner license, as regulated by the POJK regarding Shariah Capital Market Practitioners. They must also meet the requirements and conditions of the Shariah Supervisory Board as regulated by the POJK regarding Shariah Capital Market Practitioners.

Question: What are the responsibilities of the Directors of Investment Management Companies that manage Shariah-based investment products?

Answer: According to Pasal 36 (5) of the amended POJK 6231, the Directors of Investment Management Companies and the Directors of Investment Management Companies that have Shariah units are responsible for documenting the working papers used by the Shariah Supervisory Board.

Question: What are the adjustments that the Shariah Supervisory Board, Investment Management Companies, and their Boards of Directors must comply with?

Answer: Based on Pasal II of the amended POJK 6231, the Shariah Supervisory Board, Investment Management Companies, and their Boards of Directors must comply with the following:
a. The Shariah Supervisory Board's obligation to use and document working papers as stated in Pasal 36 (3);
b. The scope of the Shariah Supervisory Board's working papers as stated in Pasal 36 (4);
c. The obligation of the Directors of Investment Management Companies and the Directors of Investment Management Companies that have Shariah units to document the working papers used by the Shariah Supervisory Board as stated in Pasal 36 (5);
d. Meetings with the Shariah Supervisory Board as stated in Pasal 36A;
e. The Shariah Supervisory Board's remuneration as stated in Pasal 37A;
f. The Investment Management Companies' obligation to establish policies for handling Shariah non-compliant issues as stated in Pasal 37 (3).",0
25,"31. Selembar kertas yang menyatakan bahwa pemilik kertas tersebut telah membeli utang perusahaan yang menerbitkannya, disebut","a. saham 
b. obligasi 
c. reksa dana 
d. modal 
e. utang",Jawaban : B ,"Based on the provided context, the information required is not directly connected to the options given in the question. However, I can tell you that in the context, the term related to the options given is ""Efek bersifat utang"" which is mentioned in Pasal 6 ayat (1) huruf d. Based on the regulation No. 32/POJK.04/2014 about Public Companies, ""Efek bersifat utang"" can be translated as corporate bonds.

So, the answer to your question is:
b. obligasi",1
26,34. Pihak yang kegiatan usahanya mengelola efek untuk para nasabah disebut  ,"a. investor
b. debitur
c. broker
d. emiten sekuritas
e. manajer investasi",Jawaban : E ,"The term for the party that manages the investment portfolio for investors or manages the collective investment portfolio for a group of investors, excluding insurance companies, pension funds, and banks that conduct their own business according to the regulations, is (d) emiten sekuritas. This is based on the context provided, specifically point 7.",0
27,35. Undang-undang yang mengatur pasar modal Indonesia adalah  ,"a. UU No. 1 Tahun 1995 
b. UU No. 8 Tahun 1995 
c. UU No. 18 Tahun 1995 
d. UU No. 8 Tahun 2000 
e. UU No, 1 Tahun 2000 ",Jawaban : B ,"The regulation that governs the capital market in Indonesia is Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal (Indonesian Capital Market Law No. 8 Year 1995). Therefore, the answer is option b, UU No. 8 Tahun 1995.",1
28,36. Pasar di mana pertama kali suatu perusahaan menawarkan sahamnya kepada public disebut  ,"a. pasar pertama 
b. pasar sekunder
c. pasar tunai
d. pasar perdana
e. pasar negosias",Jawaban : B ,"The context provided discusses the regulations around public companies offering shares in a public offering, including the prerequisites for a company to be considered a public company, the definition of a public offering, and the reporting requirements after a public offering.

Question: What is the name of the regulation and the corresponding article that states the requirement for a public company to report the results of a public offering to the Financial Services Authority?

The name of the regulation is the ""Peraturan Otoritas Jasa Keuangan"" and the corresponding article is Pasal 17.",0
29,37. Instrumen (jenis investasi) pasar modal pada umumnya berjangka waktu diatas  ,"a. satu bulan
b. tiga bulan
c. enam bulan 
d. Sembilan bulan
e. satu tahun",Jawaban : E ,"Berdasarkan informasi di database saya, Pasal 3 Ayat (1) Peraturan Nomor 9 Tahun 1995 tentang Kebijaksanaan Umum Pasar Modal menetapkan bahwa kegiatan Pasar Modal perlu dipersiapkan, dikelola, dan dipantau agar dapat dilaksanakan secara teratur, wajar, dan efisien. Untuk melakukan pengawasan tersebut, Bapepam diberi kewenangan dan kewajiban untuk membina, mengatur, dan mengawasi setiap pihak yang melakukan kegiatan di Pasar Modal.

Sedangkan untuk soalan nomor 2, Instrumen pasar modal pada umumnya berjangka waktu di atas:
a. satu bulan
b. tiga bulan
c. enam bulan
d. Sembilan bulan
e. satu tahun

Diberdasarkan Pasal 1 ayat (12) Peraturan Nomor 9 Tahun 1995 tentang Kebijaksanaan Umum Pasar Modal, Instrumen adalah surat berhak atau kontrak yang dapat diperjualbelikan dan/atau dicairkan di Pasar Modal dan/atau pasar keuangan yang terorganisir, yang diterbitkan oleh Perusahaan atau lembaga keuangan yang berbadan hukum di Indonesia dan/atau di luar negeri sesuai dengan ketentuan peraturan perundang-undangan. Namun, detail tentang jangka waktu minimal dan maksimal untuk instrumen pasar modal tidak spesifik dijelaskan dalam informasi yang saya miliki. Oleh karena itu, saya tidak dapat menjawab pertanyaan ini dengan pasti. Mohon maaf atas kekeliruan ini.",0
