,q,ch,a,answer_mcq,score
17,"23. Dari beberapa fungsi pasar modal di bawah ini, yang secara langsung menguntungkan pemerintah adalah  ","a. sarana untuk mendapatkan tambahan modal 
b. sarana pemerataan pendapatan
c. memperbesar produksi nasional
d. meningkatkan pemasukan pajak
e. meminimalkan jumlah pengangguran",Jawaban : D ,"Based on the provided context, the regulation related to capital market is Undang-Undang Republik Indonesia Nomor 8 Tahun 1995 tentang Pasar Modal (Capital Market Act No. 8 of 1995). Here are the answers to the questions:

1. Which function of the capital market is directly beneficial to the government?
d. Increasing tax revenue

The capital market can increase tax revenue by encouraging economic growth and investment, which in turn can increase the tax base and generate more revenue for the government.

2. Which institution in the capital market is responsible for market intermediation?
Perusahaan Efek (Securities Company)

Perusahaan Efek is responsible for intermediating the capital market, specifically in the trading and administration of securities.

3. What is the role of Lembaga Penyimpanan dan Penyelesaian (Depository and Settlement Institution) in the capital market?
Lembaga Penyimpanan dan Penyelesaian is responsible for acting as a central custodian for securities companies, banks, and other relevant parties, as well as providing other supporting services for market intermediation.

4. What is the definition of Manajer Investasi (Investment Manager) in the capital market?
Manajer Investasi is an institution that manages investment portfolios, investment collective portfolios, and/or other investment portfolios for the benefit of a group of investors or individual investors, with the exception of insurance companies, pension funds, and banks that conduct their own business according to applicable regulations.

5. What is the definition of Pasar Modal (Capital Market) according to Undang-Undang Republik Indonesia Nomor 8 Tahun 1995 tentang Pasar Modal?
Pasar Modal is a part of the financial system related to the following activities:
a. Public offering and trading of securities;
b. Investment management;
c. Issuers and Public Companies related to the securities they issue; and
d. Institutions and professions related to securities.

I hope this helps! Let me know if you have any other questions.",0
18,24. Di bawah ini fungsi pasar modal di Indonesia yaitu  ,"a. sarana untuk mendapatkan tambahan modal 
b. sarana pemusatan pendapatan masyarakat
c. meningkatkan upah buruh
d. mengurangi pemasukan pajak untuk pemerintah
e. memperoleh pengakuan Negara lain tentang keberhasilan pembangunan Indonesia ",Jawaban : A ,"Based on the provided context, the capital market in Indonesia serves as a means to obtain additional capital (a), and it is related to the issuance of securities, public companies associated with the issued securities, as well as institutions and professionals involved with securities (Pasar Modal adalah kegiatan yang bersangkutan dengan penawaran umum dan perdagangan efek, perusahaan publik yang berkaitan dengan efek yang diterbitkannya, serta lembaga dan profesi yang berkaitan dengan efek). The capital market is part of the financial system that deals with the offering and trading of securities, investment management, issuing companies and related public companies, as well as institutions and professionals involved with securities (Pasar Modal adalah bagian dari Sistem Keuangan yang berkaitan dengan kegiatan: a. penawaran umum dan transaksi Efek; b. pengelolaan investasi; c. Emiten dan Perusahaan Publik yang berkaitan dengan Efek yang diterbitkannya; dan d. lembaga dan profesi yang berkaitan dengan Efek).",1
19,"25. Berikut adalah keuntungan seseorang yang memiliki saham, kecuali  ","a. mendapat pembagian keuntungan
b. memiliki sebagian kecil perusahaan
c. gaji meningkat
d. memperoleh capital gain 
e. menerima deviden",Jawaban : C ,"Based on the provided context, the key regulations are from the Indonesian Capital Market Law. Here are the explanations for your questions:

1. Berikut adalah keuntungan seseorang yang memiliki saham, kecuali...
a. Mendapat pembagian keuntungan (dividends)
b. Memiliki sebagian kecil perusahaan (minority shareholder)
c. Gaji meningkat (salary increase, not related to shareholding)
d. Memperoleh capital gain (capital appreciation, not dividends)
e. Menerima deviden (dividends, which is included in option a)

Based on the provided context, there is no specific regulation that directly answers this question. However, I can explain the benefits of having shares (saham) in a company, which are:

a. Mendapat pembagian keuntungan (dividends): Shareholders are entitled to receive dividends based on the company's profitability.

b. Memiliki sebagian kecil perusahaan (minority shareholder): Shareholders have ownership in the company, and even with a small percentage of shares, they have certain rights and influence.

d. Memperoleh capital gain (capital appreciation): Shareholders can benefit from an increase in the company's stock price, leading to capital gains when they sell their shares.

2. Apa itu Saham Dengan Hak Suara Multipel?

Saham Dengan Hak Suara Multipel refers to multiple voting rights shares. According to Pasal 27 (1) of the context, it is a mechanism to maintain ownership voting rights for shareholders. To maintain more than 50% of the total voting rights, these shareholders or designated parties can hold multiple voting rights shares without providing HMETD (the right to sell these shares first to the company) in additional capital contributions (penambahan modal). The shares obtained under this mechanism must be multiple voting rights shares as well.

Please note that the context refers to Indonesian Capital Market Law, and the specific regulations and articles are not provided in numerical format, making it difficult to directly cite the articles.",0
20,"26. Pasar modal yang terdapat di Indonesia ada dua, yaitu  ","a. Bursa Efek Indonsia (BEI) dan Bursa Efek Makasar (BEM) 
b. Bursa Efek Indonesia (BEI) dan Bursa Efek Surabaya (BES) 
c. Bursa Efek Makasar (BEM) dan Bursa Efek Surabaya (BES) 
d. Bursa Efek Samarinda (BES) dan Bursa Efek Jakarta (BEJ) 
e. Bursa Efek Semarang (BES) dan Bursa Efek Yogyakarta ",Jawaban : B ,"The capital market in Indonesia consists of two exchanges, which are:

b. Bursa Efek Indonesia (BEI) and Bursa Efek Surabaya (BES)

This is based on Undang-Undang Republik Indonesia Nomor 8 Tahun 1995 Tentang Pasar Modal (The Capital Market Act No. 8 Year 1995).",1
21,"27. Resiko membeli saham suatu perusahaan adalah sebagai berikut, kecuali  ","a. Tidak mendapat deviden
b. Mendapat capital gain 
c. Perusahan bangkrutatu dilikuidasi
d. Saham dihpucatatkan dari bursa efek (delisting) 
e. Capital loss ",Jawaban: B ,"The capital market in Indonesia is regulated by several regulations, one of which is the Presiden Republik Indonesia (PRI) No. 32/2004 regarding Capital Market. Based on the context provided, here are the answers to the questions:

1. What is the maximum percentage of treasury shares that a company can buy back and pledge or use as collateral for a fidusia agreement?
According to Pasal 37 (1) of PRI No. 32/2004, the maximum percentage of treasury shares that a company can buy back and pledge or use as collateral for a fidusia agreement is 10% (sepuluh persen) of the company's total issued capital, except as provided in other capital market regulations.
2. What is the responsibility of the company's board of directors in relation to the cancellation of treasury share purchases that violate the maximum percentage as regulated in Pasal 37 (1) of PRI No. 32/2004?
According to Pasal 38 (3) of PRI No. 32/2004, the company's board of directors is responsible for the losses incurred by shareholders who have acted in good faith, which result from the cancellation of treasury share purchases that violate the maximum percentage as regulated in Pasal 37 (1) of PRI No. 32/2004.
3. What are the risks of investing in stocks?
According to the context provided, the risks of investing in stocks include:
a. the possibility of not receiving dividends
b. the possibility of making a capital gain
c. the possibility of the company going bankrupt and being liquidated
d. the possibility of the stock being delisted from the stock exchange
e. the possibility of making a capital loss.

Sources:

* Presiden Republik Indonesia No. 32/2004 regarding Capital Market
* RUPS (Regulation of Public Companies) of the company mentioned in the context.",0
22,"28. Di bawah ini yang termasuk contoh effek, kecuali  ","a. obligasi
b. surat pengkuan utang
c. kuitansi
d. tanda bukti uang
e. saham",Jawaban : C ,"Based on the provided context, which is Peraturan Nomor IX.A.7 concerning the Provisions on the Implementation of Securities Trading, I can answer your questions related to capital market regulation in Indonesia.

Question: What is the maximum number of securities that can be allocated to a single investor in a single transaction if the available securities are limited?
Answer: According to Peraturan Nomor IX.A.7, Pasal 47 Ayat (1), if the available securities are not sufficient for each investor to receive one unit of security per transaction, the securities will be allocated to the first 100,000 investors based on the time their orders were submitted, with each investor receiving one unit of security.

Question: What is the definition of ""mass media"" in the context of securities offering?
Answer: Based on the Peraturan Nomor IX.A.7, the term ""mass media"" in the context of securities offering refers to newspapers, magazines, films, television, radio, and other electronic media, as well as letters, brochures, and printed materials that are distributed to more than 100 people.

Question: Which of the following securities is not included in the example of collective custody at a registered securities depository?
Answer: Based on the context provided, the example of securities in collective custody at a registered securities depository includes all options except for option (d) ""tanda bukti uang"" (cash receipt).

Please note that the above answers are based on the provided context and the interpretation of the corresponding regulations.",0
23,29. Indeks yang menunjukkan harga 45 saham yang sangat sering diperdagangkan atau sangat likuid disebut  ,"a. IHSG 
b.Indeks saham likuid
c.Indeks sektoral
d.Indeks LQ45 
e.IHSG 45 ",Jawaban : D ,"Based on the provided context, the question is about the minimum price for taking over shares of a Public Company that is listed and traded on the Indonesian Stock Exchange. The context refers to several regulations, namely Pasal 15, Pasal 16, Pasal 21, and the provisions in IV.1.11, IV.1.12, IV.2, V.2.2, V.2.3, and V.3 from the capital market regulation in Indonesia.

The minimum price for taking over shares of a Public Company that is listed and traded on the Indonesian Stock Exchange is:

a. atas saham Perusahaan Terbuka yang tercatat di Bursa Efek, namun selama 90 (sembilan puluh) hari atau lebih sebelum tanggal penjualan saham oleh Perusahaan Terbuka tidak diperdagangkan di Bursa Efek atau dihentikan sementara perdagangannya oleh Bursa Efek, tidak boleh lebih rendah dari harga pasar wajar yang ditetapkan oleh Penilai atau harga rata-rata dari harga penutupan perdagangan harian di Bursa Efek dalam jangka waktu 12 (dua belas) bulan terakhir yang dihitung mundur dari hari perdagangan terakhir atau hari dihentikan sementara perdagangannya, mana yang lebih tinggi. (Pasal 21)

Therefore, the minimum price is the higher value between the fair market value determined by an independent appraiser or the average closing price of the shares traded on the Indonesian Stock Exchange for the last 12 months before the transaction date or the last trading day before the temporary suspension of trading.",0
24,30. Indeks yang terdiri dari 39 jenis saham yang dipilih berdasarkan aturan syariah islam adalah :,"a. Indeks LQ45 
b. IHSG 
c. Indeks Sektoral 
d. Indeks Syariah 
e. Indeks Kompas 100 Pembahasan :",Jawaban : D ,"Berdasarkan context yang Anda berikan, yaitu perubahan atas Pasal 35, Pasal 36, dan penambahan Pasal 36A dalam peraturan yang berhubungan dengan Manajer Investasi Syariah, berikut adalah jawaban untuk pertanyaan yang sering ditanyakan:

1. Apakah kewajiban Manajer Investasi Syariah atau Manajer Investasi dengan unit pengelolaan investasi syariah terhadap Dewan Pengawas Syariah?
Manajer Investasi Syariah atau Manajer Investasi dengan unit pengelolaan investasi syariah wajib memiliki Dewan Pengawas Syariah yang memiliki izin ahli syariah Pasar Modal dan memenuhi kriteria sebagai Dewan Pengawas Syariah seperti yang diatur dalam Peraturan Otoritas Jasa Keuangan mengenai penerapan prinsip syariah di Pasar Modal (Pasal 35 ayat 1 & 2).

2. Apa saja tugas dari Dewan Pengawas Syariah?
Dewan Pengawas Syariah bertanggung jawab atas pemantauan terhadap unsur kekayaan yang tidak dapat diakui sebagai nilai aktiva bersih produk pengelolaan investasi syariah, penyaluran dana yang tidak bisa diakui sebagai pendapatan produk pengelolaan investasi syariah, pemahaman pegawai yang terkait pemasaran terhadap aspek kesyariahan, dan reviu atas publikasi produk pengelolaan investasi syariah terkait aspek syariah (Pasal 36 ayat 3, 4, 5).

3. Apakah kewajiban Direksi Manajer Investasi Syariah dan Direksi Manajer Investasi yang memiliki unit pengelolaan investasi syariah?
Direksi Manajer Investasi Syariah dan Direksi Manajer Investasi yang memiliki unit pengelolaan investasi syariah wajib mendokumentasikan kertas kerja yang digunakan oleh Dewan Pengawas Syariah (Pasal 36 ayat 5).

4. Apa itu Pasal 36A dan Pasal 37A yang dimaksud dalam context?
Pasal 36A menjelaskan tentang kewajiban Direksi Manajer Investasi untuk mengumumkan pengenaan sanksi administratif dan tindakan tertentu, sementara Pasal 37A menjelaskan tentang remunerasi Dewan Pengawas Syariah (Pasal 36A dan 37A).

5. Apakah perubahan atas Pasal 35, Pasal 36, dan Penambahan Pasal 36A berlaku untuk apa?
Perubahan atas Pasal 35, Pasal 36, dan Penambahan Pasal 36A berlaku sebagai langkah regulasi terhadap Manajer Investasi Syariah dan Manajer Investasi dengan unit pengelolaan investasi syariah dalam mengimplementasikan prinsip syariah di Pasar Modal.

Sesuai dengan instruksi, saya menjawab pertanyaan Anda dengan mengacu pada context yang Anda berikan dan menyertakan nama peraturan dan pasal yang relevan.",0
25,"31. Selembar kertas yang menyatakan bahwa pemilik kertas tersebut telah membeli utang perusahaan yang menerbitkannya, disebut","a. saham 
b. obligasi 
c. reksa dana 
d. modal 
e. utang",Jawaban : B ,"Berdasarkan informasi yang Anda berikan, terdapat istilah ""utang perusahaan yang menerbitkannya"" yang cocok dengan pilihan (d) yaitu ""utang"". Hal ini disebabkan oleh konteks di mana terdapat informasi mengenai ""tambahan utang dengan senioritas"" dan ""batasan hak yang dimiliki oleh Efek bersifat utang"" yang mengarah pada kalimat ""utang perusahaan yang menerbitkannya"". Jadi, jawabannya adalah (d) utang.",0
26,34. Pihak yang kegiatan usahanya mengelola efek untuk para nasabah disebut  ,"a. investor
b. debitur
c. broker
d. emiten sekuritas
e. manajer investasi",Jawaban : E ,"The term for the party that manages a portfolio of securities for shareholders or a group of shareholders, except for insurance companies, pension funds, and banks that conduct their own activities according to regulations, is (d) manajer investasi or investment manager. This is stated in the context, point 7.",0
27,35. Undang-undang yang mengatur pasar modal Indonesia adalah  ,"a. UU No. 1 Tahun 1995 
b. UU No. 8 Tahun 1995 
c. UU No. 18 Tahun 1995 
d. UU No. 8 Tahun 2000 
e. UU No, 1 Tahun 2000 ",Jawaban : B ,"The regulation that governs the capital market in Indonesia is Undang-Undang Nomor 8 Tahun 1995 tentang Pasar Modal (Indonesian Capital Market Law No. 8 Year 1995). Therefore, the correct answer to the question is option b, which is UU No. 8 Tahun 1995.",1
28,36. Pasar di mana pertama kali suatu perusahaan menawarkan sahamnya kepada public disebut  ,"a. pasar pertama 
b. pasar sekunder
c. pasar tunai
d. pasar perdana
e. pasar negosias",Jawaban : B ,"The context provided discusses the regulations around public companies offering shares in a public offering, including the prerequisites for a company to be considered a public company and the process of submitting a registration statement to the Financial Services Authority (OJK). Here are the answers to your questions based on the context:

1. Apa itu Perusahaan Publik?
Perusahaan Publik adalah perusahaan yang sahamnya dimiliki oleh minimal 300 pemegang saham dan memiliki modal disetor minimal Rp3.000.000.000, atau suatu jumlah pemegang saham dan modal disetor yang ditetapkan oleh Peraturan Pemerintah. (Referensi: context)
2. Apa itu Pernyataan Pendaftaran?
Pernyataan Pendaftaran adalah dokumen yang wajib disampaikan kepada Otoritas Jasa Keuangan oleh Emiten dalam rangka Penawaran Umum. (Referensi: context)
3. Apa itu Prospektus?
Prospektus adalah setiap informasi tertulis sehubungan dengan Penawaran Umum dengan tujuan agar Pihak lain membeli efek. (Referensi: context)
4. Apa itu Efek?
Efek adalah surat berharga, yaitu surat pengakuan utang, surat berharga komersial, saham, obligasi, tanda bukti utang, unit penyertaan kontrak investasi kolektif, kontrak berjangka atas Efek, dan setiap derivatif dari Efek. (Referensi: context)
5. Pasar di mana pertama kali suatu perusahaan menawarkan sahamnya kepada public disebut?
Dalam kaitannya dengan pilihan yang Anda berikan, jawaban yang benar adalah pasar perdana (d). (Referensi: tidak ada di context, tetapi dapat diselesaikan berdasarkan pilihan yang diberikan)",0
